AnimalID,Age_Days,sex,fertile
A706329,60,Female,N
A709283,90,Female,N
A695274,90,Female,N
A685850,2920,Male,N
A690941,120,Male,N
A707045,30,Male,N
A677445,2190,Male,N
A716028,1825,Unknown,Unknown
A694588,365,Female,N
A678894,60,Male,N
A690319,365,Male,N
A686695,120,Male,Y
A710072,60,Male,N
A694191,240,Male,Y
A709469,90,Male,N
A706955,4,Female,Y
A702475,120,Female,N
A712084,5475,Female,Y
A673787,150,Male,N
A714849,1825,Female,N
A712469,3,Unknown,Unknown
A699030,5475,Male,N
A712197,30,Female,Y
A666653,730,Female,N
A698682,365,Female,N
A651994,1460,Male,N
A719057,365,Male,Y
A568980,3285,Female,N
A680542,730,Male,Y
A714184,365,Female,Y
A673616,30,Female,N
A714070,4,Male,Y
A717930,270,Male,N
A717746,365,Male,N
A717362,365,Male,N
A682633,60,Male,N
A719050,60,Male,Y
A720525,30,Female,N
A709253,90,Male,N
A662941,365,Female,N
A696067,365,Male,Y
A710930,365,Female,N
A705640,1,Unknown,Unknown
A687279,4,Female,Y
A665901,60,Male,N
A672458,730,Male,N
A686611,365,Male,N
A676710,2,Male,Y
A678618,120,Male,N
A664969,1095,Female,Y
A707402,60,Female,N
A702244,365,Unknown,Unknown
A705300,3650,Female,N
A715049,730,Male,N
A693891,1460,Male,N
A678837,3,Female,Y
A671437,240,Unknown,Unknown
A678913,240,Female,N
A361391,4380,Male,N
A719025,60,Male,N
A719218,730,Male,N
A702289,2,Unknown,Unknown
A615770,730,Male,N
A695973,365,Male,N
A684049,365,Female,N
A697765,730,Female,N
A604785,3285,Male,N
A684176,120,Female,N
A695292,2555,Male,N
A720653,-99,Female,Y
A670046,730,Female,N
A693991,1460,Male,Y
A669786,4015,Female,N
A679080,60,Male,N
A715235,365,Male,N
A677075,90,Female,N
A706638,2,Male,Y
A681875,365,Male,N
A678689,365,Male,N
A652358,2920,Male,N
A683483,2190,Male,N
A708014,3,Male,Y
A697942,1095,Male,N
A714053,30,Female,Y
A714080,30,Male,Y
A671145,730,Male,N
A711217,60,Male,N
A718448,730,Female,Y
A692205,30,Female,Y
A644165,1460,Male,N
A669851,180,Male,N
A712306,730,Female,N
A701127,730,Female,Y
A670595,5840,Female,Y
A695909,60,Male,N
A677566,730,Male,N
A682158,4,Male,Y
A708145,60,Male,N
A706324,60,Female,Y
A258441,5110,Female,N
A684409,365,Female,N
A713814,210,Unknown,Unknown
A702794,60,Female,N
A672878,1095,Female,N
A705555,1095,Male,N
A689772,3,Female,Y
A714019,730,Male,N
A684566,365,Female,Y
A720001,60,Female,N
A720852,1095,Female,N
A666386,180,Male,N
A708866,730,Female,N
A674192,270,Female,N
A710157,365,Male,N
A720583,270,Male,Y
A706700,90,Female,Y
A700416,730,Unknown,Unknown
A686455,210,Male,N
A570362,1825,Female,N
A670286,4380,Male,Y
A695679,730,Male,N
A685016,365,Male,Y
A672664,1095,Male,N
A680391,365,Male,Y
A693031,240,Male,N
A706878,1095,Male,N
A667042,330,Female,N
A668631,365,Male,Y
A670461,60,Male,Y
A712698,1,Male,Y
A686678,365,Male,N
A702218,2555,Male,Y
A704221,30,Male,N
A710262,60,Male,N
A716419,730,Female,N
A657441,365,Female,N
A686619,30,Male,Y
A686394,1095,Female,N
A700825,2190,Male,N
A665470,60,Male,N
A701540,30,Female,N
A714125,90,Unknown,Unknown
A691604,365,Female,N
A691542,1095,Male,N
A686124,3,Male,Y
A686888,5110,Female,Y
A671256,730,Male,Y
A698274,1095,Female,N
A668311,180,Female,N
A695156,365,Male,N
A703139,60,Male,N
A591971,1825,Male,N
A668100,270,Male,Y
A667094,365,Male,Y
A670420,3,Male,Y
A716070,730,Female,N
A701550,365,Female,N
A717012,240,Female,N
A695429,365,Male,N
A672912,365,Female,Y
A719498,60,Female,Y
A701897,365,Male,N
A679724,60,Male,Y
A714172,60,Female,Y
A720826,120,Female,N
A716140,365,Female,N
A713863,240,Female,N
A688918,30,Female,Y
A569821,1460,Female,N
A678646,1460,Male,Y
A686758,730,Male,N
A682821,4380,Female,N
A681803,1825,Male,N
A700189,365,Female,N
A669298,270,Female,Y
A679927,30,Female,N
A715753,365,Male,Y
A669241,1095,Male,N
A699932,240,Female,N
A702767,3,Female,Y
A678122,90,Male,N
A718284,1460,Female,N
A706153,365,Male,N
A666261,2190,Male,N
A715836,730,Female,Y
A681013,60,Female,Y
A704369,1460,Male,N
A591537,2190,Female,N
A682120,365,Male,Y
A668440,210,Male,Y
A681611,60,Male,Y
A544559,2920,Female,N
A663042,120,Female,N
A700018,365,Female,N
A699537,730,Male,Y
A668861,5475,Female,N
A703128,90,Male,N
A684754,1095,Male,N
A713439,365,Female,N
A591903,1825,Male,N
A669749,730,Male,N
A706175,730,Male,N
A694230,365,Female,Y
A698309,60,Male,Y
A719111,730,Male,N
A668138,60,Female,N
A698455,60,Female,Y
A621164,3650,Female,N
A705701,60,Male,N
A691637,365,Male,N
A699031,3650,Female,N
A691557,60,Male,N
A683453,30,Male,Y
A671015,730,Female,N
A711474,180,Male,N
A679723,60,Male,Y
A701761,300,Male,Y
A710332,60,Female,Y
A691300,60,Male,N
A713304,365,Female,N
A661774,1095,Male,N
A668679,730,Male,N
A693971,2,Male,Y
A700575,365,Female,Y
A665195,730,Female,N
A712125,60,Female,N
A670592,120,Female,N
A680296,365,Male,N
A688072,365,Male,N
A675394,365,Male,Y
A695715,365,Male,N
A719482,60,Male,N
A670541,210,Female,N
A678886,2555,Male,N
A677419,2920,Male,N
A683534,730,Male,N
A715303,2190,Female,N
A637480,730,Male,N
A715875,60,Male,N
A679570,60,Male,N
A719332,60,Female,N
A684307,365,Male,Y
A718402,60,Female,N
A678126,60,Female,N
A697564,365,Male,Y
A709819,120,Male,Y
A693050,210,Female,N
A662949,730,Male,N
A666096,90,Female,N
A682284,60,Male,N
A681824,1460,Male,Y
A686884,2920,Female,N
A718209,365,Male,N
A693256,150,Male,Y
A683940,365,Male,N
A707557,1095,Male,Y
A667496,60,Female,Y
A701118,60,Female,N
A691772,1095,Male,N
A678946,730,Female,N
A707240,730,Male,N
A688026,730,Male,N
A670317,730,Female,N
A677635,3,Female,Y
A700014,240,Female,Y
A705865,60,Female,N
A707050,120,Male,N
A675869,1,Female,Y
A682295,730,Male,Y
A678091,30,Female,N
A698459,60,Male,Y
A710886,30,Female,N
A718932,365,Female,N
A714492,730,Female,N
A689812,90,Female,N
A685075,300,Male,N
A681885,2920,Female,N
A700870,3285,Female,Y
A713888,60,Male,N
A695650,150,Female,N
A701027,730,Female,N
A682798,150,Male,N
A681807,1460,Male,N
A683049,180,Female,N
A707959,2,Unknown,Unknown
A675198,2920,Male,N
A706135,60,Male,N
A631963,3650,Female,N
A701422,1825,Female,N
A670590,1095,Male,N
A708719,60,Male,N
A678421,365,Male,N
A661775,730,Male,N
A695267,120,Male,N
A686667,90,Male,N
A699781,365,Female,N
A696570,90,Male,Y
A707901,90,Male,N
A694800,365,Male,N
A672567,270,Female,N
A712443,60,Female,N
A680722,365,Male,N
A671160,365,Female,N
A620894,1460,Male,N
A717482,90,Male,N
A606735,1825,Male,Y
A717519,60,Female,N
A689044,2,Male,Y
A664487,60,Male,Y
A667281,180,Female,N
A697689,365,Male,N
A704351,60,Female,N
A682376,365,Male,N
A718705,730,Male,N
A713020,90,Female,Y
A655811,365,Male,N
A684863,1825,Male,N
A690815,60,Female,N
A666209,1825,Male,N
A710901,730,Male,N
A665466,730,Female,Y
A679675,1095,Female,N
A689042,2,Female,Y
A681034,2,Female,Y
A665352,365,Female,N
A715594,120,Female,N
A699222,2190,Male,N
A687559,30,Female,Y
A672475,2190,Male,N
A708598,60,Male,N
A689490,730,Male,N
A692369,365,Male,N
A699157,4745,Male,Y
A692819,730,Male,N
A689661,730,Female,Y
A692958,60,Female,Y
A638551,1095,Male,N
A495308,3650,Female,N
A711938,120,Male,N
A706494,1,Unknown,Unknown
A669168,365,Female,N
A687234,730,Female,N
A664355,1460,Female,N
A700386,365,Male,N
A705566,365,Male,N
A715046,730,Male,N
A690359,120,Male,N
A665458,60,Female,Y
A697763,730,Male,N
A687132,730,Male,N
A690600,120,Male,N
A711340,730,Female,Y
A707398,1825,Male,N
A664148,2,Unknown,Unknown
A703645,150,Female,N
A686891,210,Female,N
A679990,90,Male,N
A715706,30,Female,Y
A688377,330,Female,N
A708187,365,Female,N
A671796,270,Male,N
A705501,90,Male,Y
A687354,300,Male,N
A702257,30,Female,Y
A681293,210,Female,N
A713898,3,Female,Y
A686999,300,Male,N
A673951,240,Unknown,Unknown
A700668,365,Male,N
A685010,150,Female,N
A640106,730,Female,N
A699940,365,Male,N
A686809,3,Female,Y
A706546,30,Male,N
A711483,120,Male,N
A685697,150,Female,Y
A663817,1460,Female,N
A690533,365,Male,N
A682405,60,Female,N
A680168,365,Male,N
A682534,120,Male,N
A692318,3650,Male,N
A586304,1095,Female,N
A710007,365,Male,Y
A644113,2190,Female,N
A684039,730,Male,N
A523371,1825,Female,N
A378348,3285,Male,N
A707657,1095,Male,N
A666132,60,Male,N
A679686,90,Female,N
A717805,120,Male,Y
A701240,60,Male,N
A705633,30,Unknown,Unknown
A705161,2,Unknown,Unknown
A663615,1460,Female,N
A678558,1095,Male,N
A695855,120,Male,N
A700793,4015,Male,N
A691977,2555,Male,N
A719530,90,Male,N
A664702,2190,Male,N
A717983,730,Male,N
A710913,730,Female,N
A686112,3,Male,Y
A676685,730,Male,N
A674335,365,Female,N
A690810,365,Female,N
A704587,60,Female,N
A595620,1460,Male,N
A672131,365,Male,N
A704988,90,Female,N
A679707,1095,Female,Y
A592428,2920,Male,N
A699577,365,Female,N
A689038,1095,Male,Y
A691026,365,Female,N
A704310,30,Female,N
A679412,1095,Female,Y
A697305,240,Female,N
A680236,1095,Female,N
A689133,60,Male,N
A676454,2555,Female,N
A706780,730,Female,N
A715752,90,Female,N
A688310,730,Male,N
A698062,60,Female,N
A665034,730,Male,Y
A664540,365,Female,N
A713996,1460,Male,Y
A689739,730,Female,Y
A698778,365,Male,N
A687881,1,Female,Y
A691521,3,Female,Y
A691492,150,Male,N
A702607,60,Male,N
A710239,3,Unknown,Unknown
A716876,1460,Female,N
A700620,730,Male,N
A687596,1,Male,Y
A689482,2555,Male,N
A691828,730,Female,Y
A720610,60,Male,N
A670753,60,Male,Y
A703598,30,Male,N
A703422,730,Female,N
A683544,1,Female,Y
A677947,60,Male,Y
A699777,30,Female,Y
A683798,365,Female,N
A693226,120,Male,N
A704497,60,Male,N
A669768,60,Female,Y
A686362,365,Male,N
A673553,1095,Female,N
A703495,30,Male,N
A685731,60,Female,N
A691253,730,Male,N
A707060,30,Male,Y
A704632,3,Unknown,Unknown
A694989,2920,Male,N
A664894,60,Female,N
A694255,60,Female,Y
A692188,60,Female,N
A666310,180,Female,N
A703157,60,Female,N
A685778,3,Female,Y
A683896,60,Male,N
A667387,180,Female,N
A672347,730,Male,N
A692529,365,Female,Y
A693254,365,Male,N
A720194,365,Male,N
A705055,730,Female,N
A678125,90,Female,N
A601737,1825,Female,N
A712992,365,Female,N
A663958,1825,Male,N
A681277,365,Male,N
A685503,3650,Male,Y
A712777,2,Male,Y
A701190,1095,Male,N
A683082,180,Male,Y
A668745,240,Male,N
A710364,60,Male,N
A701353,120,Female,Y
A710421,1095,Female,Y
A706563,90,Male,N
A704578,60,Female,Y
A674422,90,Male,N
A692472,60,Male,Y
A676019,3,Male,Y
A666851,365,Female,N
A692253,365,Unknown,Unknown
A680317,60,Male,N
A721052,30,Male,Y
A669277,1825,Female,N
A711911,1095,Male,N
A690451,1095,Female,N
A710577,3,Female,Y
A715257,330,Male,N
A669649,365,Female,N
A563725,2190,Male,N
A683238,365,Male,N
A682973,2,Female,Y
A711730,2,Female,Y
A684111,90,Female,Y
A714662,3650,Female,N
A696669,120,Female,Y
A687494,3285,Male,N
A681365,60,Male,N
A707747,730,Male,Y
A691001,150,Female,N
A688202,60,Female,Y
A715486,270,Female,Y
A668829,365,Male,N
A709464,365,Male,Y
A671789,730,Male,Y
A677592,1,Unknown,Unknown
A702672,60,Female,N
A708811,1825,Female,N
A705224,4,Female,Y
A718004,730,Male,N
A691686,300,Male,N
A696723,1095,Male,N
A664566,2,Male,Y
A706679,4015,Female,N
A674220,730,Male,N
A665175,365,Male,N
A669567,730,Male,Y
A662402,60,Male,N
A687875,60,Female,N
A696347,730,Female,N
A671104,1095,Female,N
A682538,90,Female,Y
A664538,365,Female,N
A685598,730,Female,N
A677160,3650,Male,N
A683532,1460,Female,N
A699918,60,Female,N
A683781,365,Female,N
A681577,120,Male,N
A694662,365,Male,N
A676746,365,Male,N
A693626,365,Male,N
A706572,2,Female,Y
A682022,30,Male,Y
A719112,90,Female,N
A693048,4015,Male,Y
A663580,120,Female,N
A654992,180,Female,N
A668312,3650,Male,N
A688959,730,Female,N
A659017,1825,Female,N
A711509,1095,Male,Y
A710432,120,Female,Y
A713182,4380,Female,N
A712833,730,Male,N
A710063,1095,Male,N
A696304,365,Female,N
A701374,60,Female,N
A702209,2,Unknown,Unknown
A710167,60,Male,N
A609041,2555,Female,N
A676935,3,Male,Y
A715304,240,Female,Y
A680742,60,Male,N
A688786,3650,Male,N
A714076,30,Male,Y
A704611,1,Unknown,Unknown
A679263,3,Female,Y
A664182,30,Male,Y
A671333,1095,Female,N
A690799,30,Female,Y
A697367,365,Male,N
A637777,4015,Male,N
A688674,730,Male,N
A711880,60,Female,Y
A667374,300,Male,N
A674457,730,Male,N
A665492,365,Male,N
A712653,365,Male,N
A707451,1460,Male,Y
A664274,2920,Female,N
A664930,90,Female,N
A688344,30,Female,N
A720018,365,Female,Y
A700591,90,Male,N
A666876,730,Female,N
A685088,180,Female,N
A687168,30,Female,N
A702839,60,Female,N
A698154,730,Male,Y
A707857,1460,Male,N
A639102,4015,Male,N
A719721,1460,Female,N
A453136,2920,Male,N
A710015,2555,Female,N
A698859,1095,Female,N
A673950,730,Female,N
A704638,90,Male,N
A626164,365,Male,N
A686435,120,Male,N
A662737,60,Female,N
A705511,730,Female,N
A671194,1095,Female,N
A690374,90,Male,N
A708777,1095,Female,N
A709403,3,Unknown,Unknown
A682393,60,Female,Y
A672838,730,Female,Y
A705593,365,Male,N
A689481,60,Male,N
A708344,60,Female,N
A673788,730,Male,N
A719395,1460,Female,N
A702010,90,Female,N
A716525,60,Female,N
A684357,365,Male,N
A674860,365,Unknown,Unknown
A712561,1825,Male,Y
A684722,730,Male,N
A702823,365,Male,N
A720047,60,Male,Y
A689672,2,Female,Y
A675045,1460,Male,N
A667024,60,Female,Y
A713315,60,Male,Y
A688112,2920,Male,N
A681183,1825,Male,N
A696861,365,Female,N
A707376,1825,Male,N
A703584,730,Male,N
A703061,1825,Male,N
A713167,60,Male,N
A695216,2920,Female,N
A701682,1,Female,Y
A705522,2920,Male,N
A682838,2190,Female,Y
A709537,60,Male,Y
A685498,730,Female,N
A670824,730,Male,Y
A675779,60,Male,N
A711390,730,Female,N
A681869,60,Male,N
A614177,730,Female,Y
A718127,730,Female,Y
A707294,60,Male,N
A675318,120,Male,N
A683418,3285,Female,N
A679641,4,Female,Y
A712164,3,Unknown,Unknown
A696042,150,Male,N
A717196,210,Female,N
A691420,270,Male,N
A705892,60,Male,N
A701827,365,Female,Y
A710961,300,Male,N
A712074,150,Male,N
A681442,4,Female,Y
A719931,730,Male,N
A708825,365,Female,Y
A668133,30,Female,Y
A663708,90,Female,N
A677767,730,Female,N
A703962,3,Unknown,Unknown
A695548,730,Male,N
A702033,365,Female,N
A686521,90,Female,Y
A684108,365,Female,N
A666990,60,Female,Y
A720067,90,Female,N
A529310,2920,Female,N
A692475,365,Female,N
A674114,2555,Male,N
A689263,365,Male,N
A651921,1460,Male,N
A685106,30,Male,N
A638206,2190,Male,N
A693057,60,Male,N
A669552,365,Female,Y
A700461,60,Female,Y
A658909,120,Female,N
A667844,150,Male,N
A692033,1095,Male,N
A674798,300,Female,N
A713699,730,Female,N
A693036,365,Male,N
A668019,300,Male,N
A693413,1825,Female,N
A702879,60,Female,N
A714790,365,Male,Y
A670857,150,Male,Y
A683833,730,Female,Y
A690746,2,Female,Y
A664225,1095,Male,N
A681388,365,Male,Y
A703200,270,Female,N
A689130,90,Female,Y
A711809,1,Unknown,Unknown
A703670,60,Male,N
A695701,1095,Female,N
A668766,365,Male,N
A683260,2190,Female,N
A670254,365,Male,Y
A679569,60,Male,N
A668199,730,Male,N
A717603,2920,Female,Y
A720211,4015,Female,N
A679515,2920,Male,N
A715311,730,Male,N
A709396,1460,Female,N
A712073,365,Male,N
A675237,365,Male,N
A686407,1460,Female,N
A705382,365,Female,Y
A700848,365,Female,N
A683384,60,Male,N
A710442,120,Male,N
A697712,1095,Female,Y
A715245,730,Male,Y
A679081,60,Female,N
A694298,365,Male,N
A703940,730,Male,N
A711942,3,Male,Y
A680364,365,Female,N
A708766,60,Male,N
A687862,1460,Male,N
A683322,730,Male,N
A689343,210,Female,N
A698526,300,Male,N
A705980,30,Male,Y
A678714,3650,Female,N
A675592,730,Male,N
A666004,1460,Female,N
A711306,730,Female,Y
A698735,730,Female,N
A706756,2,Male,Y
A684783,30,Male,Y
A681497,1460,Female,N
A706749,365,Male,Y
A711547,120,Male,Y
A709716,730,Female,Y
A668012,60,Male,N
A693158,730,Female,N
A704396,365,Male,Y
A698931,1095,Male,Y
A710952,210,Female,N
A702335,60,Male,N
A660122,150,Male,N
A689069,60,Female,N
A701576,60,Female,N
A704546,90,Male,N
A677597,60,Male,N
A707085,60,Female,Y
A668107,210,Male,N
A698144,365,Female,N
A710569,365,Female,N
A669220,365,Male,N
A705157,1,Female,Y
A693797,30,Female,N
A673890,210,Unknown,Unknown
A701733,730,Male,N
A664825,730,Male,Y
A710864,730,Female,Y
A685754,365,Female,N
A684594,60,Female,N
A664748,60,Male,N
A681363,3650,Male,N
A640132,365,Male,N
A683036,90,Female,N
A699768,30,Female,Y
A687844,1825,Male,Y
A668030,300,Female,Y
A692864,730,Female,N
A685510,60,Male,Y
A716130,730,Male,N
A713782,30,Female,Y
A701290,730,Male,N
A674678,150,Female,N
A607228,730,Female,N
A719430,730,Male,N
A702734,4,Female,Y
A707444,3,Female,Y
A713161,1095,Female,N
A687090,365,Male,Y
A717169,1460,Female,N
A690381,60,Male,N
A707317,365,Male,N
A702853,150,Male,N
A703400,60,Female,N
A674306,1095,Female,N
A686075,90,Male,Y
A665691,730,Female,N
A715331,730,Male,N
A691868,1095,Male,N
A665240,30,Female,Y
A719674,60,Female,Y
A686339,4380,Male,Y
A667170,730,Male,N
A679180,240,Female,Y
A701457,60,Male,N
A703639,60,Male,N
A679201,3,Male,Y
A689698,365,Female,Y
A679719,30,Female,N
A690545,60,Male,N
A691917,180,Male,Y
A716971,150,Female,N
A711788,180,Female,N
A690000,180,Female,N
A708672,1095,Male,Y
A676247,1825,Female,N
A357021,3650,Female,N
A677379,1825,Male,Y
A682679,730,Female,Y
A714477,240,Male,N
A706240,365,Female,Y
A718560,365,Female,N
A693475,1460,Male,N
A699841,60,Male,N
A690686,1825,Male,N
A685021,90,Female,Y
A706885,240,Male,N
A693418,60,Male,N
A705212,3,Unknown,Unknown
A688518,30,Male,N
A699680,60,Male,N
A664879,365,Female,Y
A684094,730,Female,N
A683993,1095,Male,N
A668158,3,Male,Y
A704472,90,Male,N
A703877,365,Male,N
A682124,1,Unknown,Unknown
A674689,120,Male,Y
A673077,1825,Female,N
A712915,730,Female,N
A708566,4,Female,Y
A706969,730,Female,N
A682788,365,Male,N
A673374,240,Male,N
A694262,365,Female,N
A669460,730,Male,N
A683850,365,Female,Y
A686874,60,Male,N
A695145,730,Male,Y
A580184,1095,Male,N
A665980,730,Female,N
A675888,1095,Female,Y
A714336,30,Female,Y
A693401,2920,Male,N
A704101,730,Male,Y
A583262,1825,Male,N
A701226,3,Unknown,Unknown
A669543,60,Male,N
A709262,60,Male,N
A719353,365,Female,N
A686548,1460,Female,Y
A582433,2555,Female,N
A662166,60,Female,N
A707529,365,Male,N
A709236,365,Female,Y
A700578,1,Unknown,Unknown
A713695,60,Male,N
A677473,4745,Female,Y
A669154,2190,Female,N
A658992,3650,Male,Y
A709959,730,Male,N
A699312,2,Unknown,Unknown
A687264,180,Female,Y
A674185,3650,Male,N
A692532,730,Female,N
A689584,365,Female,N
A648012,365,Male,N
A705001,1825,Male,Y
A691930,1095,Female,N
A697925,1095,Female,N
A699026,1460,Male,N
A677469,4,Female,Y
A569147,1460,Male,N
A700310,180,Female,N
A710513,730,Male,N
A667513,365,Female,N
A706581,60,Male,N
A666409,365,Male,N
A678465,3,Female,Y
A679749,30,Female,N
A482046,2555,Male,N
A673731,1095,Female,N
A708356,60,Male,N
A688524,365,Female,N
A705132,1460,Female,N
A699814,730,Unknown,Unknown
A688651,365,Female,N
A597037,1460,Female,N
A493772,2555,Male,N
A716032,30,Female,Y
A691694,3650,Female,N
A701265,365,Male,N
A703681,90,Male,N
A714733,30,Female,Y
A680988,2190,Male,N
A706841,730,Male,N
A714899,30,Unknown,Unknown
A675470,365,Unknown,Unknown
A686194,2,Male,Y
A693064,60,Male,N
A674523,240,Male,N
A681930,60,Female,N
A664919,730,Male,N
A691263,30,Male,Y
A679886,2920,Female,N
A665481,2920,Male,N
A697728,60,Female,N
A700475,365,Male,Y
A690368,90,Female,N
A710709,2920,Female,N
A718755,365,Female,N
A690722,60,Female,N
A666659,60,Female,Y
A713310,1825,Female,N
A681368,4380,Female,Y
A684363,60,Female,Y
A685181,4380,Male,N
A697298,2920,Female,N
A695445,90,Male,N
A675462,365,Female,N
A679213,1095,Male,N
A665812,240,Female,N
A674713,365,Female,N
A702394,730,Female,N
A711882,150,Female,N
A682113,365,Female,N
A690277,30,Female,Y
A696665,365,Male,N
A706833,2190,Female,Y
A685989,60,Female,N
A718143,1460,Male,N
A719030,180,Male,N
A714042,60,Female,N
A688794,2555,Female,N
A466411,4015,Female,N
A667599,365,Male,N
A664778,1460,Male,N
A709064,180,Male,N
A686771,270,Male,N
A690626,210,Female,Y
A693738,90,Female,N
A700069,1,Unknown,Unknown
A694640,330,Male,N
A700240,3650,Female,Y
A704494,30,Male,Y
A695229,60,Male,N
A719632,365,Male,N
A715469,180,Male,N
A697491,365,Female,N
A672422,365,Male,N
A678752,30,Female,Y
A702091,60,Female,N
A717289,365,Female,N
A712000,4,Female,Y
A672394,365,Male,N
A680796,330,Male,N
A661145,4380,Male,N
A690968,60,Female,N
A684717,365,Male,N
A698697,5110,Female,N
A681975,60,Female,Y
A702290,2,Unknown,Unknown
A715382,2555,Female,Y
A689056,3285,Female,N
A676851,1095,Male,N
A695663,1460,Male,N
A687787,120,Male,Y
A682794,60,Male,Y
A695571,365,Male,N
A678543,730,Female,N
A685852,1095,Female,N
A668824,2920,Male,N
A719058,730,Female,N
A713321,180,Female,N
A677019,365,Male,N
A698862,730,Female,Y
A710206,1825,Female,Y
A684459,60,Female,N
A700711,300,Male,N
A704909,1825,Male,N
A678321,2190,Male,N
A685494,60,Male,N
A700339,1460,Male,N
A667388,365,Female,Y
A702343,180,Male,N
A630938,3650,Female,N
A707139,60,Male,Y
A669280,60,Male,N
A668364,730,Female,N
A681868,3650,Female,N
A677654,730,Female,N
A462580,4015,Male,N
A686921,1460,Male,N
A677388,365,Male,N
A700790,365,Female,Y
A717910,60,Male,N
A702874,4,Unknown,Unknown
A709276,730,Male,N
A635060,1095,Male,N
A702602,730,Male,Y
A678449,730,Male,N
A672860,730,Female,N
A655523,1095,Female,N
A672841,7300,Female,N
A506972,2555,Female,N
A712756,60,Female,N
A688216,1095,Male,N
A704691,60,Male,N
A470702,6205,Female,N
A704274,365,Male,N
A706687,365,Male,N
A688999,365,Male,N
A325999,4380,Female,N
A680325,60,Male,Y
A683356,120,Female,Y
A713286,60,Male,N
A672552,1825,Female,N
A686163,60,Male,N
A687033,1825,Male,Y
A702060,1,Unknown,Unknown
A703927,60,Female,N
A703164,90,Female,N
A668716,240,Male,N
A704570,365,Male,Y
A679401,730,Female,Y
A684744,90,Female,N
A679462,240,Male,Y
A663957,330,Male,N
A720505,730,Female,N
A699884,730,Unknown,Unknown
A692273,1460,Female,N
A663920,60,Female,N
A700177,180,Female,N
A669843,120,Male,N
A667920,2190,Female,N
A683920,730,Female,Y
A695705,1460,Female,Y
A718574,730,Female,N
A674088,90,Female,N
A708348,365,Female,Y
A666884,730,Male,N
A672071,365,Female,N
A688520,30,Female,Y
A682531,730,Unknown,Unknown
A716694,60,Female,N
A673001,3650,Female,N
A660346,180,Female,N
A692960,60,Female,Y
A669138,30,Female,Y
A717835,730,Female,N
A620350,1460,Male,N
A699535,365,Female,N
A457858,3285,Female,N
A694197,90,Female,N
A651630,2190,Female,N
A692364,365,Male,N
A698933,2555,Male,N
A713093,730,Female,N
A704056,150,Female,N
A672818,300,Female,N
A682516,365,Female,Y
A684907,4380,Male,Y
A650539,365,Male,N
A671116,365,Male,N
A671483,365,Male,N
A702530,60,Male,N
A668720,730,Male,N
A682597,120,Female,N
A686013,60,Male,Y
A677515,3,Female,Y
A691550,60,Male,N
A620379,1095,Male,N
A685923,730,Female,N
A657905,1095,Female,N
A718886,730,Male,N
A703649,1095,Female,N
A669381,1095,Male,N
A667144,300,Female,Y
A705335,3650,Female,N
A700892,2,Unknown,Unknown
A696264,730,Male,N
A686016,60,Female,Y
A448750,3285,Male,N
A716942,730,Female,N
A698183,730,Female,Y
A660752,60,Male,Y
A669789,730,Male,N
A673834,730,Male,Y
A702312,60,Male,N
A706669,120,Female,Y
A704143,730,Male,Y
A697595,365,Female,Y
A678062,730,Female,N
A701917,730,Female,N
A696795,4745,Female,N
A676692,120,Male,Y
A700109,365,Male,N
A706603,1095,Female,Y
A679583,1460,Female,Y
A700809,90,Male,N
A664819,730,Male,N
A669895,60,Female,N
A689701,730,Male,Y
A703513,90,Male,N
A694167,365,Male,N
A669127,730,Male,N
A680534,30,Male,Y
A707163,180,Female,N
A704209,365,Male,N
A697825,270,Male,N
A686777,1095,Male,N
A712650,90,Female,N
A666910,730,Female,N
A713470,730,Male,Y
A710420,90,Female,N
A699329,730,Female,Y
A684458,60,Female,N
A701270,365,Female,N
A702583,90,Female,Y
A697681,60,Female,Y
A719795,365,Female,N
A707498,365,Unknown,Unknown
A718053,365,Female,N
A713002,1,Unknown,Unknown
A695747,730,Male,Y
A558566,1825,Female,N
A671956,1095,Female,N
A665219,300,Male,N
A706024,30,Male,N
A715733,1,Unknown,Unknown
A705187,2,Unknown,Unknown
A658010,1095,Female,N
A694637,2190,Male,N
A674400,730,Male,N
A675285,365,Male,N
A674741,3650,Male,N
A710856,180,Male,N
A683042,30,Female,Y
A664710,300,Male,N
A676927,60,Female,N
A672053,730,Male,Y
A690605,730,Female,N
A683502,730,Male,N
A684435,90,Male,N
A680026,730,Female,N
A670688,730,Female,Y
A717098,90,Male,N
A684723,210,Female,N
A684509,2,Male,Y
A687298,730,Female,N
A673489,2920,Male,N
A660750,60,Female,Y
A706691,60,Female,N
A677449,730,Male,N
A684437,60,Male,N
A697059,180,Male,N
A693735,2920,Male,N
A718480,365,Male,N
A712135,365,Male,N
A669309,270,Female,Y
A702118,730,Male,N
A679050,30,Unknown,Unknown
A720523,3285,Male,N
A694531,365,Male,N
A686271,365,Female,N
A700709,1095,Male,N
A671143,1095,Male,N
A687217,60,Male,N
A692917,1825,Male,N
A665815,60,Male,Y
A687984,365,Female,N
A708400,90,Female,N
A669386,730,Male,N
A708801,3,Female,Y
A710244,120,Male,N
A718528,365,Female,N
A692150,90,Female,N
A689455,180,Male,N
A704168,60,Male,N
A695730,2190,Male,N
A716568,270,Female,N
A664544,210,Female,N
A687063,730,Male,N
A690322,300,Male,N
A663579,270,Female,N
A682436,730,Female,N
A695059,2190,Male,N
