"AnimalID","Life_Stage"
"A588226","adult"
"A567704","adult"
"A704862","baby"
"A685188","baby"
"A712946","adult"
"A719793","baby"
"A710817","senior"
"A673411","baby"
"A670083","infant"
"A670398","baby"
"A682461","adult"
"A661127","baby"
"A691425","teenage"
"A684032","baby"
"A708420","baby"
"A697746","baby"
"A669111","baby"
"A710422","baby"
"A705603","baby"
"A693849","senior"
"A520355","senior"
"A694300","teenage"
"A689937","baby"
"A688391","baby"
"A587085","senior"
"A697047","baby"
"A694329","teenage"
"A666870","teenage"
"A688812","infant"
"A697311","teenage"
"A680929","teenage"
"A672249","baby"
"A710640","adult"
"A690753","senior"
"A700832","adult"
"A680174","baby"
"A679763","infant"
"A689397","teenage"
"A671114","baby"
"A666957","teenage"
"A686861","teenage"
"A712855","baby"
"A661519","baby"
"A672584","baby"
"A711359","infant"
"A667017","baby"
"A693412","baby"
"A676818","senior"
"A716641","baby"
"A712713","baby"
"A706010","senior"
"A718926","adult"
"A698793","adult"
"A680708","baby"
"A712660","senior"
"A681242","infant"
"A678371","baby"
"A677944","infant"
"A667456","baby"
"A666922","baby"
"A673221","baby"
"A714600","baby"
"A666815","baby"
"A623762","adult"
"A672014","teenage"
"A690841","baby"
"A675890","infant"
"A707306","senior"
"A695852","baby"
"A701234","infant"
"A665348","baby"
"A714620","baby"
"A713528","teenage"
"A697235","teenage"
"A672003","teenage"
"A711428","teenage"
"A666628","teenage"
"A662609","adult"
"A715282","teenage"
"A704113","infant"
"A675101","teenage"
"A697397","teenage"
"A665795","baby"
"A682601","teenage"
"A701881","baby"
"A717251","baby"
"A716112","baby"
"A700943","infant"
"A691391","teenage"
"A682800","baby"
"A684881","baby"
"A702285","baby"
"A682942","baby"
"A699147","adult"
"A670444","teenage"
"A713349","baby"
"A672164","teenage"
"A690661","adult"
"A476054","adult"
"A709089","baby"
"A667033","teenage"
"A693126","baby"
"A701578","baby"
"A679865","baby"
"A678057","geriatric"
"A692489","baby"
"A699752","senior"
"A667460","baby"
"A686103","baby"
"A666745","baby"
"A692518","teenage"
"A665993","baby"
"A669915","senior"
"A717600","baby"
"A681022","baby"
"A706040","teenage"
"A709091","baby"
"A590767","adult"
"A669170","adult"
"A707771","teenage"
"A669591","baby"
"A685761","baby"
"A719363","baby"
"A670696","teenage"
"A710091","baby"
"A664039","baby"
"A691642","infant"
"A682116","baby"
"A682583","teenage"
"A699505","baby"
"A719452","adult"
"A645779","senior"
"A701316","adult"
"A659563","teenage"
"A697860","teenage"
"A716375","baby"
"A671995","baby"
"A701077","baby"
"A318500","senior"
"A718514","baby"
"A704448","baby"
"A552798","adult"
"A688769","baby"
"A678909","teenage"
"A689319","baby"
"A668245","teenage"
"A713717","teenage"
"A691224","baby"
"A667882","teenage"
"A663569","baby"
"A690638","adult"
"A656065","teenage"
"A720651","baby"
"A698975","baby"
"A664548","baby"
"A683059","baby"
"A691020","baby"
"A671877","adult"
"A696793","baby"
"A665723","teenage"
"A595993","teenage"
"A718506","senior"
"A696513","teenage"
"A683751","baby"
"A701092","senior"
"A672112","adult"
"A703833","baby"
"A679958","teenage"
"A679449","infant"
"A668799","infant"
"A707890","baby"
"A668864","teenage"
"A711156","teenage"
"A704883","infant"
"A708377","infant"
"A687890","baby"
"A678162","infant"
"A682062","senior"
"A689825","baby"
"A716000","teenage"
"A711462","baby"
"A678222","baby"
"A643323","teenage"
"A683653","baby"
"A690251","infant"
"A669733","baby"
"A670715","adult"
"A709197","baby"
"A705792","infant"
"A691877","baby"
"A707337","baby"
"A682139","senior"
"A694210","teenage"
"A721067","senior"
"A671174","teenage"
"A699780","teenage"
"A678480","infant"
"A678026","infant"
"A695634","infant"
"A679311","infant"
"A678600","baby"
"A683096","teenage"
"A642665","teenage"
"A701309","baby"
"A692221","teenage"
"A684983","adult"
"A714578","baby"
"A585131","teenage"
"A697906","teenage"
"A659677","teenage"
"A673088","teenage"
"A718685","senior"
"A695532","teenage"
"A713861","baby"
"A676126","teenage"
"A702620","teenage"
"A690512","adult"
"A719037","baby"
"A666964","baby"
"A686757","adult"
"A669369","baby"
"A719588","baby"
"A715268","adult"
"A671923","senior"
"A701189","teenage"
"A515049","adult"
"A705317","teenage"
"A697021","baby"
"A696979","baby"
"A665633","baby"
"A697411","adult"
"A702300","senior"
"A707039","adult"
"A709993","teenage"
"A698218","adult"
"A669299","baby"
"A688994","baby"
"A673611","teenage"
"A670970","baby"
"A671999","teenage"
"A684715","infant"
"A700213","baby"
"A696331","teenage"
"A693304","teenage"
"A276780","senior"
"A683649","adult"
"A705863","baby"
"A717982","adult"
"A711648","baby"
"A694410","baby"
"A655701","adult"
"A684568","teenage"
"A668408","baby"
"A696234","baby"
"A657647","baby"
"A712963","baby"
"A678487","senior"
"A699560","teenage"
"A668814","adult"
"A671106","baby"
"A671236","baby"
"A681483","teenage"
"A716562","teenage"
"A675509","teenage"
"A695724","adult"
"A614362","teenage"
"A669752","baby"
"A695683","adult"
"A673527","teenage"
"A716982","baby"
"A714875","baby"
"A654592","teenage"
"A683213","infant"
"A678951","teenage"
"A693862","senior"
"A669101","adult"
"A651202","adult"
"A672586","teenage"
"A679188","baby"
"A716594","baby"
"A696060","baby"
"A700510","adult"
"A687007","infant"
"A682053","baby"
"A715582","baby"
"A450003","senior"
"A687005","teenage"
"A691896","adult"
"A668153","senior"
"A686245","senior"
"A695144","teenage"
"A693994","adult"
"A713794","baby"
"A713650","infant"
"A693094","senior"
"A694322","teenage"
"A683229","baby"
"A682132","infant"
"A696926","baby"
"A678781","infant"
"A684761","baby"
"A665859","baby"
"A686911","infant"
"A671187","baby"
"A698578","baby"
"A698796","baby"
"A713884","baby"
"A675054","baby"
"A704659","infant"
"A711554","adult"
"A672021","teenage"
"A715858","baby"
"A706391","baby"
"A670250","baby"
"A709945","infant"
"A667097","teenage"
"A680193","baby"
"A705503","baby"
"A694745","teenage"
"A673353","baby"
"A703986","baby"
"A720677","senior"
"A673098","adult"
"A717963","teenage"
"A718341","teenage"
"A676806","baby"
"A685003","baby"
"A716867","adult"
"A698567","senior"
"A697475","senior"
"A657997","teenage"
"A679144","baby"
"A664822","adult"
"A684904","baby"
"A687485","teenage"
"A687019","teenage"
"A702971","baby"
"A690017","teenage"
"A668778","infant"
"A719828","senior"
"A667030","baby"
"A690482","infant"
"A691761","senior"
"A677857","baby"
"A669274","teenage"
"A691738","baby"
"A698918","baby"
"A698780","baby"
"A682412","senior"
"A687326","senior"
"A691924","baby"
"A702229","baby"
"A679966","baby"
"A703590","baby"
"A669647","baby"
"A712760","baby"
"A666198","baby"
"A669457","adult"
"A676242","teenage"
"A679788","baby"
"A627019","teenage"
"A684617","teenage"
"A668381","teenage"
"A692578","baby"
"A345209","senior"
"A719979","baby"
"A666498","adult"
"A712309","baby"
"A690108","adult"
"A672741","baby"
"A694600","baby"
"A679947","senior"
"A699543","baby"
"A669712","baby"
"A700043","baby"
"A717158","teenage"
"A673776","infant"
"A720217","teenage"
"A663754","senior"
"A667822","baby"
"A664601","adult"
"A685572","senior"
"A678739","infant"
"A709166","infant"
"A693771","baby"
"A705123","teenage"
"A680771","infant"
"A683840","senior"
"A713302","infant"
"A585865","senior"
"A687507","senior"
"A709511","baby"
"A671585","baby"
"A671934","baby"
"A666051","baby"
"A706150","teenage"
"A687512","baby"
"A707511","baby"
"A703551","infant"
"A711586","infant"
"A710977","baby"
"A693617","baby"
"A696213","teenage"
"A681924","baby"
"A714749","adult"
"A673339","teenage"
"A688921","infant"
"A678372","baby"
"A718978","senior"
"A719448","senior"
"A688190","baby"
"A668945","baby"
"A679457","baby"
"A710646","baby"
"A674392","senior"
"A710306","teenage"
"A669418","baby"
"A702353","infant"
"A705017","baby"
"A705082","baby"
"A663715","baby"
"A678501","infant"
"A711405","teenage"
"A664964","senior"
"A707905","teenage"
"A696891","infant"
"A712730","teenage"
"A679785","baby"
"A705508","infant"
"A665864","teenage"
"A697156","baby"
"A693673","teenage"
"A696573","baby"
"A712071","teenage"
"A713426","teenage"
"A707396","teenage"
"A706593","teenage"
"A702197","baby"
"A695887","senior"
"A719965","baby"
"A715878","teenage"
"A717057","baby"
"A715643","senior"
"A719730","baby"
"A682826","baby"
"A719976","baby"
"A717284","teenage"
"A691778","teenage"
"A710651","infant"
"A718957","adult"
"A688958","teenage"
"A696107","baby"
"A714871","baby"
"A710839","adult"
"A713640","teenage"
"A695788","adult"
"A707162","baby"
"A715794","teenage"
"A692083","baby"
"A716407","baby"
"A684274","baby"
"A666794","baby"
"A696622","teenage"
"A700059","baby"
"A681263","infant"
"A705817","baby"
"A699150","baby"
"A692834","baby"
"A669372","baby"
"A678996","baby"
"A678516","adult"
"A685232","teenage"
"A685764","teenage"
"A674245","baby"
"A612961","teenage"
"A674596","infant"
"A688782","baby"
"A681030","baby"
"A708440","baby"
"A689898","baby"
"A715574","baby"
"A703678","baby"
"A673986","baby"
"A699444","baby"
"A697390","senior"
"A703713","teenage"
"A706956","baby"
"A675631","adult"
"A666041","teenage"
"A701467","baby"
"A709388","baby"
"A452948","adult"
"A665857","teenage"
"A696266","senior"
"A710075","teenage"
"A687633","senior"
"A703749","senior"
"A675523","teenage"
"A694569","infant"
"A685120","baby"
"A678545","senior"
"A679052","teenage"
"A698901","teenage"
"A686300","baby"
"A686637","baby"
"A710748","baby"
"A665619","teenage"
"A704109","infant"
"A668946","teenage"
"A323668","senior"
"A673073","adult"
"A704637","infant"
"A651257","senior"
"A715172","baby"
"A678243","teenage"
"A708121","teenage"
"A678466","infant"
"A698974","adult"
"A694446","baby"
"A668124","teenage"
"A688439","infant"
"A671890","adult"
"A671533","baby"
"A704790","baby"
"A676705","infant"
"A716519","teenage"
"A667902","teenage"
"A679330","baby"
"A699168","senior"
"A709070","baby"
"A699022","infant"
"A666554","teenage"
"A703687","baby"
"A703542","baby"
"A716873","baby"
"A676203","adult"
"A676607","baby"
"A629207","senior"
"A702764","infant"
"A703869","infant"
"A665026","baby"
"A689958","baby"
"A686179","teenage"
"A624949","teenage"
"A705846","teenage"
"A691951","teenage"
"A718019","teenage"
"A693372","adult"
"A677778","infant"
"A715216","baby"
"A670180","baby"
"A710759","teenage"
"A699073","baby"
"A702498","baby"
"A700107","baby"
"A687356","teenage"
"A669479","baby"
"A667626","baby"
"A682470","infant"
"A687530","infant"
"A664893","baby"
"A667461","baby"
"A707403","baby"
"A713352","baby"
"A708879","infant"
"A683622","adult"
"A686511","senior"
"A677826","teenage"
"A680335","adult"
"A685642","teenage"
"A668300","senior"
"A709147","baby"
"A700583","teenage"
"A715699","baby"
"A685208","senior"
"A689121","infant"
"A689570","baby"
"A692379","baby"
"A690757","baby"
"A697917","teenage"
"A704581","infant"
"A701903","adult"
"A699878","infant"
"A686543","infant"
"A635201","teenage"
"A704239","baby"
"A717553","baby"
"A677410","baby"
"A678871","baby"
"A685565","baby"
"A692609","baby"
"A712814","baby"
"A664062","baby"
"A667909","adult"
"A683244","baby"
"A691979","baby"
"A678601","baby"
"A679019","baby"
"A671121","baby"
"A675313","infant"
"A687219","adult"
"A678653","infant"
"A678704","adult"
"A691282","infant"
"A569826","adult"
"A665736","baby"
"A701714","infant"
"A683698","adult"
"A717771","baby"
"A703807","baby"
"A703328","baby"
"A699578","baby"
"A688682","baby"
"A688861","baby"
"A678747","baby"
"A681530","infant"
"A712461","infant"
"A689818","baby"
"A674102","teenage"
"A700297","infant"
"A680313","baby"
"A719230","teenage"
"A688354","teenage"
"A717049","baby"
"A682645","baby"
"A683578","baby"
"A680258","adult"
"A691935","teenage"
"A719686","adult"
"A662292","baby"
"A685826","baby"
"A717902","teenage"
"A694996","baby"
"A693199","senior"
"A715255","teenage"
"A694299","senior"
"A713207","infant"
"A695340","adult"
"A714183","baby"
"A717973","baby"
"A681343","infant"
"A719115","baby"
"A705388","senior"
"A707931","baby"
"A691633","infant"
"A701772","teenage"
"A698365","teenage"
"A701091","senior"
"A505889","adult"
"A690923","teenage"
"A715739","geriatric"
"A677224","teenage"
"A689067","infant"
"A703158","baby"
"A700805","teenage"
"A686839","adult"
"A676152","baby"
"A674664","adult"
"A686782","infant"
"A710416","adult"
"A703062","teenage"
"A591221","adult"
"A614777","teenage"
"A688174","senior"
"A674008","baby"
"A679476","adult"
"A666487","senior"
"A716843","baby"
"A669328","teenage"
"A687654","baby"
"A699006","teenage"
"A704008","baby"
"A685711","baby"
"A670999","baby"
"A720257","senior"
"A702882","baby"
"A710610","adult"
"A666768","baby"
"A719940","baby"
"A662752","adult"
"A635698","baby"
"A688129","baby"
"A678625","teenage"
"A700989","infant"
"A495792","adult"
"A691174","baby"
"A687602","baby"
"A701001","adult"
"A674670","infant"
"A714853","infant"
"A681696","baby"
"A709706","adult"
"A702345","baby"
"A677178","teenage"
"A680179","infant"
"A700559","adult"
"A686897","baby"
"A685129","teenage"
"A702393","baby"
"A665208","infant"
"A712588","baby"
"A681876","baby"
"A718274","teenage"
"A708006","teenage"
"A677867","baby"
"A700291","senior"
"A698857","adult"
"A717708","baby"
"A704541","infant"
"A704569","baby"
"A715006","baby"
"A682965","senior"
"A659059","teenage"
"A685091","senior"
"A692755","baby"
"A702199","baby"
"A704648","baby"
"A710619","infant"
"A666656","infant"
"A706883","adult"
"A690824","teenage"
"A704091","baby"
"A692538","baby"
"A691424","baby"
"A666921","baby"
"A666601","infant"
"A676256","geriatric"
"A692511","baby"
"A720223","baby"
"A702438","baby"
"A659888","baby"
"A660344","baby"
"A705492","baby"
"A693318","teenage"
"A714244","baby"
"A713643","adult"
"A711694","infant"
"A665305","baby"
"A677666","adult"
"A710139","teenage"
"A685626","teenage"
"A691238","adult"
"A708903","baby"
"A665623","baby"
"A700150","baby"
"A702647","baby"
"A666907","baby"
"A692345","adult"
"A697375","teenage"
"A676737","baby"
"A665399","baby"
"A549918","adult"
"A689946","teenage"
"A710177","baby"
"A718114","baby"
"A675672","baby"
"A705444","adult"
"A683064","baby"
"A685944","baby"
"A688750","infant"
"A692391","adult"
"A681768","senior"
"A682179","baby"
"A703643","infant"
"A670474","baby"
"A668949","infant"
"A664779","baby"
"A702631","teenage"
"A678387","infant"
"A688843","baby"
"A688950","teenage"
"A706068","baby"
"A714077","baby"
"A702981","infant"
"A678786","baby"
"A693326","baby"
"A686740","baby"
"A678358","baby"
"A633389","teenage"
"A676082","teenage"
"A706460","baby"
"A674035","teenage"
"A670269","baby"
"A708418","adult"
"A701427","baby"
"A667578","baby"
"A717599","teenage"
"A690813","teenage"
"A710246","baby"
"A708804","infant"
"A666993","senior"
"A673396","baby"
"A673428","senior"
"A680347","infant"
"A678800","teenage"
"A662728","adult"
"A711093","infant"
"A702407","infant"
"A695668","baby"
"A675568","baby"
"A684235","baby"
"A683334","baby"
"A713163","adult"
"A669090","senior"
"A666001","adult"
"A693405","teenage"
"A715751","baby"
"A719489","baby"
"A689239","infant"
"A688126","baby"
"A661416","teenage"
"A672184","baby"
"A705155","infant"
"A689043","infant"
"A690411","baby"
"A678502","infant"
"A676289","teenage"
"A696696","adult"
"A671605","baby"
"A676615","teenage"
"A702154","teenage"
"A702471","teenage"
"A692977","baby"
"A704943","teenage"
"A714450","baby"
"A702028","infant"
"A720038","baby"
"A710143","baby"
"A680366","teenage"
"A687564","adult"
"A687813","baby"
"A721030","senior"
"A701680","baby"
"A679918","baby"
"A674875","teenage"
"A679114","baby"
"A667325","baby"
"A715614","baby"
"A713411","baby"
"A694837","teenage"
"A684828","baby"
"A697100","teenage"
"A713959","teenage"
"A693265","infant"
"A690818","adult"
"A718028","baby"
"A670943","teenage"
"A684096","teenage"
"A675804","infant"
"A706520","infant"
"A674468","infant"
"A704413","infant"
"A669041","senior"
"A677912","geriatric"
"A697123","baby"
"A691522","infant"
"A673753","baby"
"A700232","infant"
"A680910","adult"
"A693864","adult"
"A712462","teenage"
"A654413","senior"
"A713895","baby"
"A718842","baby"
"A685330","baby"
"A676707","baby"
"A670528","adult"
"A563450","senior"
"A664392","adult"
"A690579","adult"
"A672372","teenage"
"A701375","baby"
"A581954","adult"
"A671172","baby"
"A712511","baby"
"A656751","baby"
"A712742","baby"
"A682511","baby"
"A678020","infant"
"A689198","baby"
"A713635","teenage"
"A717173","infant"
"A682466","infant"
"A695547","baby"
"A695694","adult"
"A716972","baby"
"A506775","senior"
"A260631","senior"
"A668405","teenage"
"A670224","infant"
"A717709","baby"
"A671805","teenage"
"A694838","teenage"
"A642201","teenage"
"A701419","adult"
"A672588","senior"
"A679852","baby"
"A704658","infant"
"A700849","baby"
"A683354","teenage"
"A704319","infant"
"A715179","baby"
"A720679","adult"
"A715546","baby"
"A664031","baby"
"A717451","teenage"
"A701694","baby"
"A674563","baby"
"A684977","infant"
"A715822","baby"
"A715637","baby"
"A694187","baby"
"A708154","baby"
"A692295","baby"
"A663833","senior"
"A695294","baby"
"A704565","baby"
"A609641","adult"
"A704312","infant"
"A691220","teenage"
"A664113","baby"
"A706222","infant"
"A682883","senior"
"A696785","teenage"
"A664079","baby"
"A689668","baby"
"A669463","senior"
"A698722","baby"
"A664219","infant"
"A690227","baby"
"A697103","teenage"
"A710896","baby"
"A670552","baby"
"A676279","baby"
"A687240","adult"
"A692070","baby"
"A568084","adult"
"A634843","teenage"
"A697214","baby"
"A673538","baby"
"A677151","adult"
"A548112","adult"
"A697904","baby"
"A697193","baby"
"A706991","adult"
"A685400","baby"
"A706201","teenage"
"A700538","teenage"
"A674702","teenage"
"A698627","teenage"
"A718309","infant"
"A698522","teenage"
"A685056","baby"
"A701177","baby"
"A672605","teenage"
"A694008","adult"
"A695920","baby"
"A706329","baby"
"A709283","baby"
"A695274","baby"
"A685850","senior"
"A690941","baby"
"A707045","infant"
"A677445","adult"
"A716028","adult"
"A694588","baby"
"A678894","baby"
"A690319","baby"
"A686695","baby"
"A710072","baby"
"A694191","baby"
"A709469","baby"
"A706955","infant"
"A702475","baby"
"A712084","geriatric"
"A673787","baby"
"A714849","adult"
"A712469","infant"
"A699030","geriatric"
"A712197","infant"
"A666653","teenage"
"A698682","baby"
"A651994","adult"
"A719057","baby"
"A568980","senior"
"A680542","teenage"
"A714184","baby"
"A673616","infant"
"A714070","infant"
"A717930","baby"
"A717746","baby"
"A717362","baby"
"A682633","baby"
"A719050","baby"
"A720525","infant"
"A709253","baby"
"A662941","baby"
"A696067","baby"
"A710930","baby"
"A705640","infant"
"A687279","infant"
"A665901","baby"
"A672458","teenage"
"A686611","baby"
"A676710","infant"
"A678618","baby"
"A664969","teenage"
"A707402","baby"
"A702244","baby"
"A705300","senior"
"A715049","teenage"
"A693891","adult"
"A678837","infant"
"A671437","baby"
"A678913","baby"
"A361391","senior"
"A719025","baby"
"A719218","teenage"
"A702289","infant"
"A615770","teenage"
"A695973","baby"
"A684049","baby"
"A697765","teenage"
"A604785","senior"
"A684176","baby"
"A695292","adult"
"A720653","infant"
"A670046","teenage"
"A693991","adult"
"A669786","senior"
"A679080","baby"
"A715235","baby"
"A677075","baby"
"A706638","infant"
"A681875","baby"
"A678689","baby"
"A652358","senior"
"A683483","adult"
"A708014","infant"
"A697942","teenage"
"A714053","infant"
"A714080","infant"
"A671145","teenage"
"A711217","baby"
"A718448","teenage"
"A692205","infant"
"A644165","adult"
"A669851","baby"
"A712306","teenage"
"A701127","teenage"
"A670595","geriatric"
"A695909","baby"
"A677566","teenage"
"A682158","infant"
"A708145","baby"
"A706324","baby"
"A258441","senior"
"A684409","baby"
"A713814","baby"
"A702794","baby"
"A672878","teenage"
"A705555","teenage"
"A689772","infant"
"A714019","teenage"
"A684566","baby"
"A720001","baby"
"A720852","teenage"
"A666386","baby"
"A708866","teenage"
"A674192","baby"
"A710157","baby"
"A720583","baby"
"A706700","baby"
"A700416","teenage"
"A686455","baby"
"A570362","adult"
"A670286","senior"
"A695679","teenage"
"A685016","baby"
"A672664","teenage"
"A680391","baby"
"A693031","baby"
"A706878","teenage"
"A667042","baby"
"A668631","baby"
"A670461","baby"
"A712698","infant"
"A686678","baby"
"A702218","adult"
"A704221","infant"
"A710262","baby"
"A716419","teenage"
"A657441","baby"
"A686619","infant"
"A686394","teenage"
"A700825","adult"
"A665470","baby"
"A701540","infant"
"A714125","baby"
"A691604","baby"
"A691542","teenage"
"A686124","infant"
"A686888","senior"
"A671256","teenage"
"A698274","teenage"
"A668311","baby"
"A695156","baby"
"A703139","baby"
"A591971","adult"
"A668100","baby"
"A667094","baby"
"A670420","infant"
"A716070","teenage"
"A701550","baby"
"A717012","baby"
"A695429","baby"
"A672912","baby"
"A719498","baby"
"A701897","baby"
"A679724","baby"
"A714172","baby"
"A720826","baby"
"A716140","baby"
"A713863","baby"
"A688918","infant"
"A569821","adult"
"A678646","adult"
"A686758","teenage"
"A682821","senior"
"A681803","adult"
"A700189","baby"
"A669298","baby"
"A679927","infant"
"A715753","baby"
"A669241","teenage"
"A699932","baby"
"A702767","infant"
"A678122","baby"
"A718284","adult"
"A706153","baby"
"A666261","adult"
"A715836","teenage"
"A681013","baby"
"A704369","adult"
"A591537","adult"
"A682120","baby"
"A668440","baby"
"A681611","baby"
"A544559","senior"
"A663042","baby"
"A700018","baby"
"A699537","teenage"
"A668861","geriatric"
"A703128","baby"
"A684754","teenage"
"A713439","baby"
"A591903","adult"
"A669749","teenage"
"A706175","teenage"
"A694230","baby"
"A698309","baby"
"A719111","teenage"
"A668138","baby"
"A698455","baby"
"A621164","senior"
"A705701","baby"
"A691637","baby"
"A699031","senior"
"A691557","baby"
"A683453","infant"
"A671015","teenage"
"A711474","baby"
"A679723","baby"
"A701761","baby"
"A710332","baby"
"A691300","baby"
"A713304","baby"
"A661774","teenage"
"A668679","teenage"
"A693971","infant"
"A700575","baby"
"A665195","teenage"
"A712125","baby"
"A670592","baby"
"A680296","baby"
"A688072","baby"
"A675394","baby"
"A695715","baby"
"A719482","baby"
"A670541","baby"
"A678886","adult"
"A677419","senior"
"A683534","teenage"
"A715303","adult"
"A637480","teenage"
"A715875","baby"
"A679570","baby"
"A719332","baby"
"A684307","baby"
"A718402","baby"
"A678126","baby"
"A697564","baby"
"A709819","baby"
"A693050","baby"
"A662949","teenage"
"A666096","baby"
"A682284","baby"
"A681824","adult"
"A686884","senior"
"A718209","baby"
"A693256","baby"
"A683940","baby"
"A707557","teenage"
"A667496","baby"
"A701118","baby"
"A691772","teenage"
"A678946","teenage"
"A707240","teenage"
"A688026","teenage"
"A670317","teenage"
"A677635","infant"
"A700014","baby"
"A705865","baby"
"A707050","baby"
"A675869","infant"
"A682295","teenage"
"A678091","infant"
"A698459","baby"
"A710886","infant"
"A718932","baby"
"A714492","teenage"
"A689812","baby"
"A685075","baby"
"A681885","senior"
"A700870","senior"
"A713888","baby"
"A695650","baby"
"A701027","teenage"
"A682798","baby"
"A681807","adult"
"A683049","baby"
"A707959","infant"
"A675198","senior"
"A706135","baby"
"A631963","senior"
"A701422","adult"
"A670590","teenage"
"A708719","baby"
"A678421","baby"
"A661775","teenage"
"A695267","baby"
"A686667","baby"
"A699781","baby"
"A696570","baby"
"A707901","baby"
"A694800","baby"
"A672567","baby"
"A712443","baby"
"A680722","baby"
"A671160","baby"
"A620894","adult"
"A717482","baby"
"A606735","adult"
"A717519","baby"
"A689044","infant"
"A664487","baby"
"A667281","baby"
"A697689","baby"
"A704351","baby"
"A682376","baby"
"A718705","teenage"
"A713020","baby"
"A655811","baby"
"A684863","adult"
"A690815","baby"
"A666209","adult"
"A710901","teenage"
"A665466","teenage"
"A679675","teenage"
"A689042","infant"
"A681034","infant"
"A665352","baby"
"A715594","baby"
"A699222","adult"
"A687559","infant"
"A672475","adult"
"A708598","baby"
"A689490","teenage"
"A692369","baby"
"A699157","senior"
"A692819","teenage"
"A689661","teenage"
"A692958","baby"
"A638551","teenage"
"A495308","senior"
"A711938","baby"
"A706494","infant"
"A669168","baby"
"A687234","teenage"
"A664355","adult"
"A700386","baby"
"A705566","baby"
"A715046","teenage"
"A690359","baby"
"A665458","baby"
"A697763","teenage"
"A687132","teenage"
"A690600","baby"
"A711340","teenage"
"A707398","adult"
"A664148","infant"
"A703645","baby"
"A686891","baby"
"A679990","baby"
"A715706","infant"
"A688377","baby"
"A708187","baby"
"A671796","baby"
"A705501","baby"
"A687354","baby"
"A702257","infant"
"A681293","baby"
"A713898","infant"
"A686999","baby"
"A673951","baby"
"A700668","baby"
"A685010","baby"
"A640106","teenage"
"A699940","baby"
"A686809","infant"
"A706546","infant"
"A711483","baby"
"A685697","baby"
"A663817","adult"
"A690533","baby"
"A682405","baby"
"A680168","baby"
"A682534","baby"
"A692318","senior"
"A586304","teenage"
"A710007","baby"
"A644113","adult"
"A684039","teenage"
"A523371","adult"
"A378348","senior"
"A707657","teenage"
"A666132","baby"
"A679686","baby"
"A717805","baby"
"A701240","baby"
"A705633","infant"
"A705161","infant"
"A663615","adult"
"A678558","teenage"
"A695855","baby"
"A700793","senior"
"A691977","adult"
"A719530","baby"
"A664702","adult"
"A717983","teenage"
"A710913","teenage"
"A686112","infant"
"A676685","teenage"
"A674335","baby"
"A690810","baby"
"A704587","baby"
"A595620","adult"
"A672131","baby"
"A704988","baby"
"A679707","teenage"
"A592428","senior"
"A699577","baby"
"A689038","teenage"
"A691026","baby"
"A704310","infant"
"A679412","teenage"
"A697305","baby"
"A680236","teenage"
"A689133","baby"
"A676454","adult"
"A706780","teenage"
"A715752","baby"
"A688310","teenage"
"A698062","baby"
"A665034","teenage"
"A664540","baby"
"A713996","adult"
"A689739","teenage"
"A698778","baby"
"A687881","infant"
"A691521","infant"
"A691492","baby"
"A702607","baby"
"A710239","infant"
"A716876","adult"
"A700620","teenage"
"A687596","infant"
"A689482","adult"
"A691828","teenage"
"A720610","baby"
"A670753","baby"
"A703598","infant"
"A703422","teenage"
"A683544","infant"
"A677947","baby"
"A699777","infant"
"A683798","baby"
"A693226","baby"
"A704497","baby"
"A669768","baby"
"A686362","baby"
"A673553","teenage"
"A703495","infant"
"A685731","baby"
"A691253","teenage"
"A707060","infant"
"A704632","infant"
"A694989","senior"
"A664894","baby"
"A694255","baby"
"A692188","baby"
"A666310","baby"
"A703157","baby"
"A685778","infant"
"A683896","baby"
"A667387","baby"
"A672347","teenage"
"A692529","baby"
"A693254","baby"
"A720194","baby"
"A705055","teenage"
"A678125","baby"
"A601737","adult"
"A712992","baby"
"A663958","adult"
"A681277","baby"
"A685503","senior"
"A712777","infant"
"A701190","teenage"
"A683082","baby"
"A668745","baby"
"A710364","baby"
"A701353","baby"
"A710421","teenage"
"A706563","baby"
"A704578","baby"
"A674422","baby"
"A692472","baby"
"A676019","infant"
"A666851","baby"
"A692253","baby"
"A680317","baby"
"A721052","infant"
"A669277","adult"
"A711911","teenage"
"A690451","teenage"
"A710577","infant"
"A715257","baby"
"A669649","baby"
"A563725","adult"
"A683238","baby"
"A682973","infant"
"A711730","infant"
"A684111","baby"
"A714662","senior"
"A696669","baby"
"A687494","senior"
"A681365","baby"
"A707747","teenage"
"A691001","baby"
"A688202","baby"
"A715486","baby"
"A668829","baby"
"A709464","baby"
"A671789","teenage"
"A677592","infant"
"A702672","baby"
"A708811","adult"
"A705224","infant"
"A718004","teenage"
"A691686","baby"
"A696723","teenage"
"A664566","infant"
"A706679","senior"
"A674220","teenage"
"A665175","baby"
"A669567","teenage"
"A662402","baby"
"A687875","baby"
"A696347","teenage"
"A671104","teenage"
"A682538","baby"
"A664538","baby"
"A685598","teenage"
"A677160","senior"
"A683532","adult"
"A699918","baby"
"A683781","baby"
"A681577","baby"
"A694662","baby"
"A676746","baby"
"A693626","baby"
"A706572","infant"
"A682022","infant"
"A719112","baby"
"A693048","senior"
"A663580","baby"
"A654992","baby"
"A668312","senior"
"A688959","teenage"
"A659017","adult"
"A711509","teenage"
"A710432","baby"
"A713182","senior"
"A712833","teenage"
"A710063","teenage"
