AnimalID,Name,popular_name,human_name
A713801,Cashew,N,N
A677571,,N,N
A702633,,N,N
A712028,,N,N
A660861,Beau,N,N
A671224,,N,N
A665411,Aquiles,N,N
A683332,Regan,N,N
A692616,Cashew,N,N
A707070,Lexi,N,N
A677670,,N,N
A665200,,N,N
A698830,Puppy,N,N
A687588,,N,N
A699079,Lobo,N,N
A694597,Jordy,N,N
A665609,,N,N
A690390,Ace,N,N
A711899,,N,N
A684612,Miller,N,N
A676878,Mack,N,Y
A713760,B,N,N
A650212,Jaxon,N,Y
A714303,Little Grey,N,N
A709546,,N,N
A679642,Cotton,N,N
A711187,Pappy,N,N
A677037,Josie,N,Y
A672751,Simon,N,Y
A701495,Bella,N,Y
A705707,,N,N
A664745,Melady,N,N
A691891,,N,N
A709336,Pickles,N,N
A674909,,N,N
A529211,Oliver,N,Y
A711777,Terrell,N,N
A644349,Katie Lou,N,N
A695299,Hansel,N,N
A702994,Grady,N,N
A708415,,N,N
A677358,Chase,N,Y
A668127,Wiley,N,Y
A715860,,N,N
A670419,,N,N
A690185,Blanca,N,N
A702362,,N,N
A702297,,N,N
A677376,Nala,N,N
A665461,,N,N
A683026,,N,N
A688148,,N,N
A691338,Tiger,N,N
A720685,Cash,N,N
A706358,Amelia,N,Y
A703338,Jazz,N,N
A682015,,N,N
A684752,Liam,N,Y
A677570,,N,N
A704394,Kaylee,N,Y
A698197,,N,N
A688441,Zee,N,N
A717206,Indie,N,N
A665624,Alix,N,N
A676727,Desdemona,N,N
A681828,,N,N
A260914,Champagne,N,N
A713910,Lambeau,N,N
A715116,,N,N
A685294,Kettle,N,N
A718366,Oreo,N,N
A678942,Karrie,N,N
A702775,,N,N
A693770,Ellie,N,Y
A693439,Steve,N,Y
A707497,Abby,N,Y
A670656,Mischief,N,N
A670711,Isabella,N,Y
A714878,Bean,N,N
A667149,Wendy,N,Y
A689361,Sam,N,Y
A688218,,N,N
A677350,Louie,N,N
A697001,,N,N
A686594,,N,N
A672445,Christoff,N,N
A700343,,N,N
A709245,,N,N
A711408,,N,N
A662406,Junior,N,Y
A680767,,N,N
A706023,,N,N
A646850,Lizzy,N,N
A677263,Lilo,N,N
A682696,Rocky,N,N
A705065,Diana,Y,Y
A683467,Lily,N,Y
A716170,Dusty,N,N
A671213,Grace,Y,Y
A671732,Prince Dubbi,N,N
A680367,Bear,N,N
A719320,Ginger,N,N
A682241,Raylan,N,N
A689018,Teague,N,N
A679091,,N,N
A703942,Stella,N,Y
A717822,Quinn,N,Y
A668088,Kiko,N,N
A681217,,N,N
A676170,Chuy,N,N
A712711,Mikal,N,N
A665021,,N,N
A696893,,N,N
A665226,,N,N
A713682,Francis,N,Y
A717277,,N,N
A710028,Petey,N,N
A717791,Giselle,N,Y
A701884,Midnight,N,N
A707532,,N,N
A696818,Tillie,N,Y
A706568,Athena,N,N
A711675,Dusty,N,N
A706291,Rich,N,N
A676212,,N,N
A666084,Pepper,N,N
A685765,Buddy,N,N
A669604,Capo,N,N
A643507,Sinatra,N,N
A695959,,N,N
A673620,Louie,N,N
A685143,Manny,N,N
A719408,,N,N
A684485,Darby,N,N
A715767,Dax,N,N
A710506,,N,N
A712021,Paco,N,N
A674417,Russell,Y,Y
A711572,Candy,N,N
A650344,Trixi,N,N
A720765,Blue,N,N
A707786,Comino,N,N
A708473,Whiskey Girl,N,N
A698453,Palomo,N,N
A657228,Tiger,N,N
A682401,Mia,N,Y
A679920,,N,N
A713173,,N,N
A690550,Oreo,N,N
A687076,Katy,N,N
A683331,,N,N
A678331,,N,N
A688352,Brody,N,Y
A696451,,N,N
A714525,Prancer,N,N
A667662,Tucker,N,Y
A665203,Afton,N,N
A691546,Kings,N,N
A712237,Donna,Y,Y
A597131,Austin,Y,Y
A716974,,N,N
A675874,,N,N
A695130,Jack,Y,Y
A707723,Bailey,N,Y
A719220,Henly,N,N
A620378,Chase,N,Y
A707411,Daisy,N,Y
A706457,Harvard,N,N
A666753,Leia,N,N
A686100,,N,N
A674253,,N,N
A688285,Princess,N,N
A686689,Macey,N,N
A674101,Percy,N,Y
A683780,Phoebe,N,N
A668866,Gordo,N,N
A667632,Prissies,N,N
A683739,Mindy,N,Y
A689637,Jewel,N,N
A700654,Butch,N,N
A682302,,N,N
A696011,Cee Cee,N,N
A714057,Princess,N,N
A631764,Daisy,N,Y
A693712,Missy,N,N
A713600,Koda,N,N
A714001,Jimmy,N,Y
A695328,Mogwai,N,N
A605315,Max,N,Y
A713123,Marie,Y,Y
A672146,Red,N,N
A629484,Honey,N,N
A687480,Cricket,N,N
A673494,,N,N
A718109,Azul,N,N
A691652,Marmalade,N,N
A713951,Clark,N,N
A688081,Alvin,N,Y
A714157,Sophie,N,Y
A708094,Einstein,N,N
A688671,Dobby,N,N
A687782,Chicago,N,N
A676934,,N,N
A666343,Moose,N,N
A666813,Tj,N,N
A689100,Princess,N,N
A701878,Barbie,N,N
A710159,Beau,N,N
A686415,Kobi,N,N
A670704,Chris,N,Y
A715355,,N,N
A698477,Spike,N,N
A688964,Linus,N,N
A717418,Ozzie,N,N
A695342,Jacki,N,N
A714198,Andre,N,Y
A704080,,N,N
A704205,,N,N
A664545,Crimson,N,N
A676309,Snickers,N,N
A703363,Helen,Y,Y
A715516,,N,N
A688004,Milly,N,N
A700097,Goliath,N,N
A665744,Lulu,N,Y
A717572,Parsnip,N,N
A704686,Lonna,N,N
A664362,Cowboy,N,N
A720481,Achilles,N,N
A674999,,N,N
A716135,Sadie,N,Y
A703607,,N,N
A697734,,N,N
A664468,Jesse,Y,Y
A701629,,N,N
A696807,Hercules,N,N
A710879,Handsom,N,N
A695907,Bella,N,Y
A720652,,N,N
A696407,Fiona,N,N
A663180,Rocky,N,N
A703330,Sonic,N,N
A711051,,N,N
A649802,Fat Boy,N,N
A719119,Ginger,N,N
A691650,Goldielux,N,N
A712990,Hanna,N,N
A686978,,N,N
A719570,Jimmy,N,Y
A709196,,N,N
A666425,Leyla,N,N
A679782,Sunshine,N,N
A702462,Pinta,N,N
A674550,Chico,N,N
A666641,,N,N
A680548,Calamari,N,N
A711593,Ryland,N,N
A670992,,N,N
A684496,Rosie,N,Y
A718177,Charlie Roge,N,N
A698647,Shadow,N,N
A615391,Molly,N,Y
A668501,Petey,N,N
A664499,,N,N
A704568,Maggie,N,Y
A688459,,N,N
A674024,Gertrude,N,Y
A666242,Jazz,N,N
A698668,Roxy,N,N
A693165,Fern,N,Y
A674348,,N,N
A670174,Otto,N,Y
A516259,Coco,N,N
A686836,Bishop,N,N
A710310,Mindy,N,Y
A692163,Maggie,N,Y
A670095,Chinook,N,N
A710174,Hendrix,N,N
A718744,Bully,N,N
A678166,Rango,N,N
A663864,Bella,N,Y
A678890,Meera,N,N
A706207,Jake,N,Y
A685092,,N,N
A690707,Bobby,Y,Y
A703467,,N,N
A666163,,N,N
A711417,Chavez,N,N
A700901,Austin,Y,Y
A677589,,N,N
A711362,Oscar,N,Y
A707013,Mo,N,N
A689623,Jewel,N,N
A692247,King,N,N
A683752,,N,N
A692911,Lincoln,N,Y
A698851,,N,N
A664473,Arthur,Y,Y
A701695,,N,N
A667079,Simon,N,Y
A684660,,N,N
A707626,Joshua,Y,Y
A681306,Rosie,N,Y
A681921,Ben,N,Y
A666980,Donald,Y,Y
A355753,Elijah,N,Y
A710726,Zara,N,N
A685102,,N,N
A588789,Austin,Y,Y
A637358,Achilles,N,N
A692478,Teddy,N,N
A714167,,N,N
A700246,,N,N
A677843,Feather,N,N
A666626,,N,N
A681479,,N,N
A705682,,N,N
A677593,,N,N
A715071,Major,N,N
A666749,Lucy,N,Y
A632814,King,N,N
A688885,Izzy,N,N
A700631,Chula,N,N
A695798,Jim,N,Y
A652030,Billy Bob,N,N
A705062,,N,N
A718626,Black,N,N
A718906,Sponge,N,N
A705997,Nickel,N,N
A698158,Millie,N,Y
A700747,,N,N
A670697,Rj,N,N
A704998,Daisy,N,Y
A692238,Sophia,N,Y
A700694,Ashes,N,N
A512158,Jade,N,Y
A704517,Carolina,N,N
A686635,Maria,Y,Y
A676951,,N,N
A665414,Cactus,N,N
A694575,Crayon,N,N
A669108,,N,N
A692635,,N,N
A478560,Yarndi,N,N
A711310,,N,N
A698903,Windu,N,N
A683908,Carrie,N,Y
A666071,June,N,Y
A664635,Annie,N,Y
A666608,Nina,N,Y
A698840,Serrano,N,N
A676946,Parker,N,Y
A685040,Bolt,N,N
A691219,Polly,N,N
A712848,Miles,N,Y
A705249,Noah,Y,Y
A712279,Theodore,N,Y
A677361,Chilli,N,N
A711891,,N,N
A683956,,N,N
A667788,Starla,N,N
A704734,,N,N
A704500,Frankie,N,N
A717308,Charlotte,N,Y
A718565,Mancho,N,N
A689725,Blizzard,N,N
A685707,,N,N
A708153,Lancelot,N,N
A713085,Maggie,N,Y
A716273,Sadie,N,Y
A700992,Wiiu,N,N
A720145,Geraldo,N,N
A676434,Buddy,N,N
A708964,Jersey,N,N
A718055,Dolo,N,N
A680733,Aster,N,N
A668875,Katie,N,Y
A677586,,N,N
A667299,,N,N
A705595,Luke,N,Y
A668593,,N,N
A692604,Penny Lane,N,N
A577781,Charlie,N,Y
A666508,Gracie,N,Y
A666649,Elaina,N,N
A667472,Charlie,N,Y
A620311,Splenda,N,N
A711373,,N,N
A699466,Speckle Lady,N,N
A687362,Hailey,N,Y
A679512,,N,N
A706545,,N,N
A673677,Sofia,N,Y
A689489,Tinker,N,N
A660042,Buffy,N,N
A703677,,N,N
A676753,,N,N
A675939,,N,N
A701281,Rocky,N,N
A690031,,N,N
A705978,Jackson,N,Y
A712455,Reese,N,Y
A682880,,N,N
A690233,Chico,N,N
A711998,,N,N
A459161,Dugan,N,N
A463218,Dixie,N,N
A709205,Ralphie,N,N
A695373,,N,N
A719485,Bella,N,Y
A696692,Ling Ling,N,N
A682588,Fiona,N,N
A670736,Smokey,N,N
A708485,Snickers,N,N
A453083,Liz,N,N
A668406,,N,N
A690279,Dingo,N,N
A677937,Moma,N,N
A715221,Penelope,N,Y
A697163,Haven,N,N
A673325,,N,N
A688299,Montgomery,N,N
A688972,Spunky,N,N
A681466,Roscoe,N,Y
A691822,,N,N
A719969,Glacier,N,N
A681485,Diva,N,N
A663653,Squishy,N,N
A664511,Franklin,N,Y
A701470,Reyna,N,N
A685782,Tippy,N,N
A691258,,N,N
A706790,Chanel,N,N
A692772,America,N,N
A703515,Bueford,N,N
A707258,Jayden,N,Y
A712051,,N,N
A681426,Angel,N,Y
A552088,Sasha,N,N
A659617,Alexei,N,N
A712162,Coco,N,N
A636714,Blue,N,N
A706276,,N,N
A685552,Ziva,N,N
A689660,Roxie,N,Y
A683777,Maddie,N,N
A673075,,N,N
A712151,,N,N
A670935,Muffin,N,N
A704468,Ernie,N,N
A699035,Roxy,N,N
A668906,,N,N
A706697,Toby,N,N
A684402,Alfonso,N,N
A688626,,N,N
A676620,Smokey,N,N
A686991,,N,N
A681879,Piper,N,Y
A708362,,N,N
A671856,Magpie,N,N
A690162,,N,N
A705836,Frank,Y,Y
A665283,Rosie,N,Y
A710156,Duke,N,N
A667635,,N,N
A681090,Princessa,N,N
A687999,,N,N
A690835,Brooke,N,Y
A718217,Jayla,N,Y
A590290,Oreo,N,N
A680295,Jade,N,Y
A675917,,N,N
A679911,Barnabas,N,N
A218622,Oliver,N,Y
A705432,,N,N
A695842,Bethany,N,Y
A675055,,N,N
A672055,,N,N
A676260,Meli,N,N
A673734,Norman,N,Y
A673276,,N,N
A690388,Lily,N,Y
A707506,,N,N
A687381,Bruce,Y,Y
A706020,Diego,N,Y
A693068,Luci,N,N
A711381,,N,N
A716096,Cynda,N,N
A664882,Casper,N,N
A712188,,N,N
A691312,,N,N
A671450,Bella,N,Y
A711564,Diego,N,Y
A696867,Ghost,N,N
A664453,Bruno Beau,N,N
A692384,Beany,N,N
A669513,Rocko,N,N
A671263,Ein,N,N
A692531,,N,N
A713868,Miss,N,N
A694447,,N,N
A696595,,N,N
A670437,,N,N
A664047,Zoe,N,Y
A719760,Jules,N,N
A670166,Ginger,N,N
A714357,Rocky,N,N
A664878,,N,N
A675373,Guzi,N,N
A692539,,N,N
A689955,Sterling,N,N
A699928,Dylan,Y,Y
A689991,Belle,N,Y
A683044,Saki,N,N
A680803,Finn,N,N
A669876,Charlie,N,Y
A693974,Bear,N,N
A692131,Doodlebug,N,N
A710478,,N,N
A700638,Tippy,N,N
A685715,Scooter,N,N
A675927,Tee-Nee,N,N
A685756,Vivian,N,Y
A695807,Charming,N,N
A715690,Sophia,N,Y
A686006,Suesue,N,N
A683880,Princess,N,N
A690490,Toby,N,N
A705044,Dodge,N,N
A679955,Rocco,N,N
A704044,,N,N
A679437,Princess,N,N
A706028,,N,N
A685804,Mongo,N,N
A682477,,N,N
A693976,Luigi,N,N
A674666,,N,N
A664513,Sarah,Y,Y
A698832,Stella,N,Y
A609618,Holly Berry,N,N
A705942,Livia,N,N
A713874,Benchley,N,N
A705851,Debbie,N,Y
A701030,Elvis,N,N
A715039,Asparagus,N,N
A696373,Reeses,N,N
A701879,Puma,N,N
A590089,Chino,N,N
A709475,,N,N
A689363,Kitty,N,N
A710354,,N,N
A712195,Gizmo,N,N
A689316,Willie,Y,Y
A688282,Maryjane,N,N
A683086,Mini Cooper,N,N
A705628,,N,N
A691876,Snuggles,N,N
A678596,Sammy,N,Y
A671246,,N,N
A709870,Krusty,N,N
A652785,Dolly Lou,N,N
A677982,Chachi,N,N
A707670,,N,N
A711941,,N,N
A674403,,N,N
A691687,Pepper,N,N
A683337,,N,N
A696647,Misty,N,Y
A670912,Daisy,N,Y
A675848,Patches,N,N
A678369,Jake,N,Y
A701249,Charm,N,N
A717226,Brat,N,N
A695774,,N,N
A705807,,N,N
A710191,Asher,N,Y
A669212,,N,N
A686212,Sophie,N,Y
A701777,Roscoe,N,Y
A684095,Dog,N,N
A717871,Bambi,N,N
A682608,,N,N
A691595,Titan,N,N
A708783,Max,N,Y
A670137,Cuddles,N,N
A691928,Blakie,N,N
A672723,Luna,N,Y
A672144,,N,N
A713300,,N,N
A671373,Lola,N,Y
A603952,Maximiliano,N,N
A686386,Shelby,N,Y
A692124,Sid,N,N
A682087,,N,N
A707833,Kahuna,N,N
A668539,Comet,N,N
A675199,Halo,N,N
A663621,Mandy,N,Y
A672404,Goldie,N,Y
A667068,Millie,N,Y
A708546,,N,N
A609952,June,N,Y
A717107,Talia,N,N
A669781,Cuatemo,N,N
A713198,Sadie,N,Y
A666803,,N,N
A703214,,N,N
A695158,Tina,N,Y
A672585,,N,N
A714522,Pops,N,N
A664984,Buddy,N,N
A666059,Little John,N,N
A716091,Bennie,N,Y
A700231,,N,N
A713824,Marky Bark,N,N
A704031,Daquiri,N,N
A714479,Soyrizo,N,N
A664292,,N,N
A664461,,N,N
A509390,Jazzbo,N,N
A711612,Rambo,N,N
A688689,Tex,N,N
A713397,,N,N
A646647,Toby,N,N
A692540,Kapie,N,N
A615621,Tank,N,N
A647578,Bella,N,Y
A690481,,N,N
A688478,Charlie,N,Y
A688335,Honeybee,N,N
A690461,,N,N
A662551,Maya,N,Y
A700021,,N,N
A666495,Gatsby,N,N
A704380,,N,N
A715649,Ceasar,N,N
A712467,,N,N
A700389,,N,N
A641520,Toby,N,N
A686674,,N,N
A679083,,N,N
A718160,Elsie,N,Y
A676380,Lola,N,Y
A720362,Thor,N,N
A704020,,N,N
A693301,,N,N
A686125,,N,N
A661685,Cash,N,N
A692195,Luna,N,Y
A668499,,N,N
A704971,Wilson,N,Y
A679750,Shotzy,N,N
A688457,Anne,N,Y
A681851,Guera,N,N
A673176,Ruexb,N,N
A665416,,N,N
A701130,,N,N
A694199,,N,N
A687001,Clover,N,N
A667624,Elinor,N,N
A705085,Zelda,N,N
A656760,Jessie,N,Y
A701697,Kristoff,N,N
A706510,,N,N
A693147,Agnes,N,Y
A707435,Thelma,N,Y
A678783,Ethel,N,Y
A673408,Sabrina,N,Y
A661682,,N,N
A668717,Glenda,N,Y
A648607,,N,N
A665173,Hardy,N,N
A708280,Peanut,N,N
A710036,,N,N
A613536,Titus,N,N
A716744,Lola,N,Y
A692144,Pepito,N,N
A719780,Liko,N,N
A690721,Gracie,N,Y
A706903,,N,N
A718478,,N,N
A703618,Spyder,N,N
A688571,Jasmine,N,Y
A666235,Blue,N,N
A612451,Waffles,N,N
A671554,Simba,N,N
A710079,Skinny,N,N
A665149,,N,N
A692514,,N,N
A670307,Danny,N,Y
A694860,Cindy,N,Y
A706337,,N,N
A701248,Benny,N,Y
A707715,,N,N
A659887,Roy,Y,Y
A689638,Mary Jane,N,N
A712207,Gizmo,N,N
A702024,,N,N
A711583,Phoebe,N,N
A712578,Lily,N,Y
A683815,,N,N
A717433,Biko,N,N
A665981,,N,N
A690326,Mitzy,N,N
A716270,Halo,N,N
A691112,Manny,N,N
A698227,Ninja,N,N
A706504,Bentley,N,Y
A666786,Andie,N,N
A715705,Freya,N,N
A708437,,N,N
A712876,,N,N
A716831,Torment,N,N
A706535,Lacy,N,N
A669252,Willow,N,Y
A689506,Brahma,N,N
A713195,Saya,N,N
A707188,Slate,N,N
A677223,Mickey,N,N
A664553,Spunky,N,N
A679843,,N,N
A672792,,N,N
A685380,Ruger,N,N
A703856,Curlysue,N,N
A715830,Farley,N,N
A704717,Mario,N,Y
A715747,Scarlet,N,N
A684249,,N,N
A707432,Luffy,N,N
A710403,Lu-Ann,N,N
A681064,Bishop,N,N
A699774,,N,N
A660135,Cassie,N,Y
A678375,Chico,N,N
A716902,Buddy,N,N
A701487,,N,N
A708973,Lily,N,Y
A680984,,N,N
A677124,Arya,N,N
A711302,,N,N
A680412,,N,N
A708012,Cornbread,N,N
A711975,,N,N
A690950,Karma,N,N
A696661,Regio,N,N
A680318,Romeo,N,N
A680010,Laika,N,N
A683684,,N,N
A675036,Leia,N,N
A634068,Liam,N,Y
A670650,,N,N
A681492,Little Man,N,N
A716810,,N,N
A680633,Kanga,N,N
A719647,Stuart,N,Y
A685221,Summer,N,Y
A714883,Mr. Kitty,N,N
A673943,Jax,N,N
A671076,Lil Dude,N,N
A370852,Katie,N,Y
A692344,,N,N
A719074,Presley,N,N
A662686,Davinci,N,N
A667815,Joey,N,N
A705399,Merri,N,N
A681101,Spaghetti,N,N
A680210,Brody,N,Y
A708528,,N,N
A664564,Remi,N,N
A665199,,N,N
A667853,Gilly,N,N
A698572,Tito,N,N
A686264,,N,N
A695735,Ernie,N,N
A676865,Rosie,N,Y
A710872,,N,N
A689296,Rosie,N,Y
A705527,Libby,N,N
A704266,,N,N
A680674,,N,N
A691541,Chickla,N,N
A699962,,N,N
A696769,Remmy,N,N
A679393,Sam,N,Y
A715616,Raven,N,Y
A688785,,N,N
A666716,,N,N
A684112,Tommy,N,Y
A689238,,N,N
A693900,Snipe,N,N
A717714,Rebekah,N,Y
A687930,Rose,Y,Y
A712727,Paddington,N,N
A664275,Mcdermot,N,N
A701528,Precious,N,N
A708118,,N,N
A705107,,N,N
A666703,Leo,N,Y
A686749,,N,N
A698209,Milo,N,N
A713727,Honey,N,N
A701783,Felicity,N,N
A696903,Snickers,N,N
A718621,Cleopatra,N,N
A714906,Polly,N,N
A642475,Richie,N,N
A679597,Bruno,N,N
A686682,Cass,N,N
A711269,,N,N
A689707,Harper,N,Y
A708963,,N,N
A665003,Prof Griffin,N,N
A696010,Mee Mee,N,N
A689228,Louie,N,N
A709642,,N,N
A681565,Porter,N,N
A704560,,N,N
A712022,Murphy,N,N
A672305,Lulu,N,Y
A678849,,N,N
A697822,Stella,N,Y
A700964,Chiki,N,N
A673004,Tony,N,Y
A634508,Chaser,N,N
A681818,Caramel,N,N
A696992,Marshall,N,Y
A680752,Tigerwoods,N,N
A701472,,N,N
A688566,,N,N
A685441,,N,N
A698592,Abbey,N,N
A677932,Princess,N,N
A695643,,N,N
A699305,,N,N
A706997,Bam Bam,N,N
A666246,Malachi,N,Y
A670617,Riley Mae,N,N
A670546,Monster,N,N
A665087,Heidi,N,Y
A716692,Madonna,N,N
A704452,,N,N
A698915,Tyson,N,N
A679450,,N,N
A670910,Mitchell,N,Y
A703344,,N,N
A700918,Stephon,N,N
A689427,Munster,N,N
A694166,Ragnar,N,N
A667813,Joc,N,N
A675511,Chris,N,Y
A705627,,N,N
A682614,Gina,N,Y
A711394,,N,N
A720448,Annabelle,N,Y
A707640,Jake,N,Y
A679737,,N,N
A709610,Sweetums,N,N
A670070,,N,N
A669284,Dream,N,N
A703268,,N,N
A694556,,N,N
A702472,Max,N,Y
A702210,,N,N
A719551,Sally,N,Y
A701971,Mozart,N,N
A708442,Millie,N,Y
A684471,Captain,N,N
A679600,Frankie,N,N
A701779,Graham,N,N
A702047,Theo,N,N
A696072,Miles,N,Y
A693610,Carsen,N,N
A705763,Wren,N,N
A676286,Gypsy,N,N
A717314,Little Bit,N,N
A689076,,N,N
A701378,Mr. Meowgi,N,N
A712759,Sylvie,N,N
A701602,,N,N
A705138,Abby,N,Y
A706667,Harriet,N,Y
A715112,Yomo,N,N
A696645,Ceecee,N,N
A674075,Pandora,N,N
A677219,,N,N
A687933,Herbie,N,N
A689254,Amenia,N,N
A701756,Honey,N,N
A673246,Sally,N,Y
A680455,Boo D.,N,N
A669498,Lady,N,N
A714732,Penny,N,Y
A711854,Mozart,N,N
A685828,Bones,N,N
A677096,Muffin,N,N
A710477,Yogi,N,N
A687750,Lily,N,Y
A691852,,N,N
A690072,,N,N
A680452,Buckee,N,N
A709112,Jasmine,N,Y
A680883,Minkus,N,N
A680827,Audrey,N,Y
A701015,Rhino,N,N
A707738,Ollie,N,Y
A701459,,N,N
A682172,,N,N
A696152,Lola,N,Y
A702117,Ruby,N,Y
A693584,Diego,N,Y
A687651,,N,N
A673887,,N,N
A708505,Frances,Y,Y
A680505,Bernie,N,N
A669834,,N,N
A677186,Sam,N,Y
A705245,Bert,N,Y
A710263,,N,N
A697706,Breezy,N,N
A712202,,N,N
A684187,,N,N
A695507,Tangelo,N,N
A673805,Betsy,N,N
A695660,Lewis,N,Y
A618663,Bailey,N,Y
A703177,Muffin,N,N
A685240,,N,N
A687068,Frankie,N,N
A701098,Rocco,N,N
A684831,Cosmo,N,N
A683154,,N,N
A665341,,N,N
A715512,Lola,N,Y
A669995,Ferguson,N,N
A674877,,N,N
A719149,Paris,N,N
A703189,Squeaker,N,N
A721038,Kiah,N,N
A695257,,N,N
A703313,T.C.,N,N
A669293,Mini Mouse,N,N
A673251,Louie,N,N
A683191,Dagwood,N,N
A708030,Bella,N,Y
A669652,,N,N
A672354,,N,N
A717548,,N,N
A716265,Taz,N,N
A664941,Tequila,N,N
A540828,Sir,N,N
A683564,,N,N
A668715,,N,N
A672554,Hero,N,N
A683111,Bonnie,N,Y
A711949,,N,N
A694661,Percy,N,Y
A708307,Yelena,N,N
A684646,Pete,N,Y
A664022,Black Fire,N,N
A683409,Elliot,N,N
A692495,Little Mama,N,N
A685922,,N,N
A709234,Leandra,N,N
A619157,Zebra,N,N
A712712,Gia,N,N
A693851,,N,N
A709034,Mocha,N,N
A677732,Chloe,N,Y
A678244,,N,N
A690566,,N,N
A665376,,N,N
A679605,,N,N
A645447,Juanito,N,N
A689137,Peppermint,N,N
A713218,,N,N
A689521,Harley,N,Y
A669798,Clifford,N,Y
A706320,,N,N
A665365,Mariposa,N,N
A679935,Corey,N,Y
A714493,Kibby,N,N
A684251,Grover,N,Y
A701007,Eloise,N,Y
A718092,,N,N
A712726,Rigby,N,N
A685415,,N,N
A672440,,N,N
A673656,Parvati,N,N
A707877,Sassy,N,N
A713061,Herlinda,N,N
A695521,Nacho,N,N
A711620,Lily,N,Y
A700856,Suzie,N,N
A677017,Sasha,N,N
A665992,Ollie,N,Y
A674632,Roja,N,N
A703935,Jack,Y,Y
A705554,,N,N
A698431,,N,N
A700039,,N,N
A694915,Cheese,N,N
A587190,Ruby,N,Y
A676667,,N,N
A683181,Buck,N,N
A664733,,N,N
A701674,Sledge,N,N
A690807,Harley,N,Y
A691199,Mckinley,N,N
A707232,Dulce,N,N
A694770,,N,N
A672107,Puff,N,N
A664344,,N,N
A718702,Casper,N,N
A684059,,N,N
A701284,Colt,N,N
A696328,,N,N
A671859,,N,N
A687218,,N,N
A664582,,N,N
A713771,Roxie,N,Y
A657811,Blackie,N,N
A664337,,N,N
A708760,Olivia,Y,Y
A674190,Rick,N,Y
A673367,Smokey,N,N
A692162,Diego,N,Y
A714420,Claude,N,Y
A701485,,N,N
A679793,,N,N
A714499,Furgus Mckit,N,N
A693597,Charlie,N,Y
A690873,Calvin,N,Y
A698523,Hercules,N,N
A678398,Unique,N,N
A669224,Levi,N,Y
A692782,Gunner,N,N
A702833,Zelda,N,N
A716609,,N,N
A664309,Romo,N,N
A693936,Baby,N,N
A714598,,N,N
A704967,Kate,N,Y
A583494,Chapelle,N,N
A690283,Baby,N,N
A690942,Toby,N,N
A687215,Hannah,Y,Y
A690516,,N,N
A702695,Caney,N,N
A719228,,N,N
A664287,Daisy,N,Y
A698532,Misty,N,Y
A676507,,N,N
A719461,Julius,N,Y
A665669,Bozo,N,N
A664992,,N,N
A705272,,N,N
A691438,,N,N
A668449,Riley,N,Y
A696096,,N,N
A712513,Lucy,N,Y
A665918,Panda,N,N
A717041,Pie,N,N
A655647,Minnie,N,Y
A670640,Buckley,N,N
A709923,,N,N
A715014,Brenda,Y,Y
A682792,Flo,N,N
A683501,Miguel,N,Y
A709987,Franklin,N,Y
A711062,Hansel,N,N
A686697,Sandy Boy,N,N
A686843,Stella,N,Y
A702727,Scully,N,N
A640768,Eros,N,N
A717470,Mork,N,N
A658825,Tiny,N,N
A686623,,N,N
A664549,,N,N
A698340,Gizmo,N,N
A665093,Bell,N,N
A716524,,N,N
A709540,Lauren,Y,Y
A677741,Missy,N,N
A712098,Jazz,N,N
A668325,Beau,N,N
A693861,Molly,N,Y
A700621,Jasper,N,Y
A720359,,N,N
A702011,Athena,N,N
A673782,,N,N
A679003,Billy,Y,Y
A692534,Lareine,N,N
A680218,Svi,N,N
A690092,Baily,N,N
A664784,Patch,N,N
A720534,,N,N
A687664,,N,N
A669445,,N,N
A712144,Bellona,N,N
A697419,Autumn,N,Y
A712931,Mike,N,Y
A667897,Layla,N,Y
A698406,Max,N,Y
A694725,Mikey,N,N
A718657,Schultz,N,N
A713232,Lucrecia,N,N
A703691,,N,N
A672248,Mandy,N,Y
A666841,,N,N
A677070,Channell,N,N
A711532,Oliver Dean,N,N
A692756,Leo,N,Y
A706417,Abby,N,Y
A702172,Freddy,N,N
A679275,,N,N
A677479,Tinker Bell,N,N
A702538,Adam,Y,Y
A681456,,N,N
A687253,Mini,N,N
A677829,Miguel,N,Y
A694748,,N,N
A682890,Keen,N,N
A641085,Buster,N,N
A710252,,N,N
A719571,Bo,N,N
A711904,Veronica,N,Y
A712516,Amber,Y,Y
A691961,,N,N
A686349,Nova,N,N
A682294,Drake,N,N
A595590,Jo,N,Y
A671080,Princess,N,N
A671687,,N,N
A695790,Roscoe,N,Y
A714632,,N,N
A717088,Ferguson,N,N
A718513,Arlow,N,N
A699172,Glacie,N,N
A693754,Lindy,N,N
A716147,Penny,N,Y
A696556,Little Sox,N,N
A716211,Buddy,N,N
A666538,Pasco,N,N
A670395,Riley,N,Y
A716619,Diego,N,Y
A697422,June,N,Y
A716832,Ollie,N,Y
A708892,,N,N
A704344,,N,N
A716353,Jax,N,N
A683204,Spencer,N,Y
A708338,Sophia,N,Y
A706810,,N,N
A683926,,N,N
A691501,Chico,N,N
A679331,Louie,N,N
A707713,Katy,N,N
A549214,Bella,N,Y
A671566,Roswell,N,N
A701078,Orville,N,Y
A666662,Elvis,N,N
A681883,,N,N
A678461,,N,N
A720781,,N,N
A682083,Lily,N,Y
A682270,Ziggy,N,N
A234161,Midnight,N,N
