"","ID","years"
"23493","A665657",0
"23494","A712275",3
"23495","A694551",2
"23496","A692754",0
"23497","A690885",3
"23498","A695147",2
"23499","A684088",8
"23500","A686270",0
"23501","A678195",3
"23502","A682167",0
"23503","A691681",3
"23504","A702237",2
"23505","A655035",6
"23506","A699734",1
"23507","A682909",1
"23508","A707834",5
"23509","A712414",2
"23510","A682123",0
"23511","A502862",7
"23512","A707666",0
"23513","A688507",2
"23514","A684981",0
"23515","A699017",1
"23516","A686196",0
"23517","A719611",4
"23518","A669003",2
"23519","A719439",2
"23520","A713128",2
"23521","A692164",0
"23522","A697847",1
"23523","A608160",4
"23524","A678236",5
"23525","A669702",1
"23526","A694705",8
"23527","A687236",0
"23528","A677688",4
"23529","A670523",3
"23530","A715273",4
"23531","A712924",0
"23532","A705034",2
"23533","A714585",0
"23534","A712579",2
"23535","A715813",1
"23536","A684653",0
"23537","A693154",1
"23538","A681890",6
"23539","A719441",3
"23540","A680399",0
"23541","A720977",0
"23542","A715446",0
"23543","A679161",0
"23544","A710345",0
"23545","A693111",1
"23546","A641887",9
"23547","A695019",2
"23548","A712626",0
"23549","A571326",7
"23550","A720003",4
"23551","A700346",5
"23552","A694330",4
"23553","A680795",5
"23554","A679168",4
"23555","A719142",4
"23556","A687313",0
"23557","A709517",2
"23558","A714657",0
"23559","A696552",3
"23560","A654713",2
"23561","A679535",0
"23562","A693765",8
"23563","A700878",8
"23564","A678726",0
"23565","A664590",0
"23566","A488203",8
"23567","A679290",1
"23568","A700071",1
"23569","A633441",6
"23570","A673526",8
"23571","A702080",1
"23572","A700852",0
"23573","A714016",0
"23574","A692726",2
"23575","A706552",1
"23576","A703737",4
"23577","A692982",0
"23578","A712988",0
"23579","A685618",5
"23580","A692717",0
"23581","A661696",0
"23582","A643331",2
"23583","A621306",6
"23584","A714658",0
"23585","A679298",6
"23586","A709963",2
"23587","A704328",0
"23588","A686784",11
"23589","A674691",0
"23590","A713928",0
"23591","A717278",9
"23592","A718098",0
"23593","A691819",0
"23594","A670848",10
"23595","A706527",0
"23596","A675235",0
"23597","A672463",3
"23598","A688393",8
"23599","A717401",1
"23600","A609823",6
"23601","A701380",10
"23602","A685569",2
"23603","A668692",2
"23604","A711318",0
"23605","A693595",8
"23606","A710394",0
"23607","A668184",4
"23608","A680235",10
"23609","A673089",10
"23610","A667027",1
"23611","A681959",0
"23612","A702333",0
"23613","A695550",3
"23614","A674404",12
"23615","A656752",0
"23616","A707217",0
"23617","A695487",2
"23618","A707674",0
"23619","A690582",0
"23620","A699450",2
"23621","A681870",3
"23622","A705695",0
"23623","A720266",0
"23624","A665743",2
"23625","A685849",1
"23626","A658812",5
"23627","A672191",0
"23628","A684092",7
"23629","A706625",1
"23630","A685523",0
"23631","A689026",0
"23632","A666810",0
"23633","A693330",5
"23634","A688740",0
"23635","A669914",2
"23636","A716041",0
"23637","A682068",0
"23638","A696361",5
"23639","A701846",9
"23640","A701626",5
"23641","A709680",0
"23642","A679414",1
"23643","A670355",8
"23644","A665070",0
"23645","A714305",0
"23646","A670279",1
"23647","A656894",0
"23648","A710636",6
"23649","A684557",5
"23650","A660360",7
"23651","A694925",7
"23652","A683790",7
"23653","A688903",6
"23654","A678963",0
"23655","A669846",0
"23656","A682743",2
"23657","A679796",17
"23658","A702566",6
"23659","A672752",0
"23660","A666930",6
"23661","A711223",0
"23662","A691301",0
"23663","A707436",0
"23664","A679452",0
"23665","A690294",2
"23666","A671278",4
"23667","A695316",2
"23668","A697526",1
"23669","A670000",0
"23670","A698132",0
"23671","A690343",1
"23672","A687601",2
"23673","A680763",1
"23674","A668711",0
"23675","A703318",0
"23676","A666779",1
"23677","A696533",0
"23678","A690951",0
"23679","A682076",1
"23680","A699423",2
"23681","A688200",0
"23682","A632822",7
"23683","A707342",0
"23684","A713777",0
"23685","A677900",3
"23686","A593164",12
"23687","A711326",1
"23688","A693539",0
"23689","A684842",0
"23690","A691817",4
"23691","A678870",0
"23692","A709014",0
"23693","A663728",0
"23694","A714400",1
"23695","A674907",2
"23696","A712949",1
"23697","A693763",0
"23698","A694311",0
"23699","A705821",1
"23700","A674375",3
"23701","A719537",2
"23702","A707414",2
"23703","A706015",0
"23704","A696737",2
"23705","A688467",0
"23706","A693758",6
"23707","A581190",4
"23708","A709971",0
"23709","A688466",0
"23710","A690592",0
"23711","A685679",1
"23712","A713483",0
"23713","A714285",0
"23714","A714123",0
"23715","A709675",2
"23716","A637115",3
"23717","A713939",9
"23718","A664598",3
"23719","A667777",2
"23720","A713518",1
"23721","A692377",0
"23722","A674806",2
"23723","A682871",2
"23724","A678891",0
"23725","A685038",0
"23726","A689860",1
"23727","A704374",6
"23728","A687380",1
"23729","A662430",9
"23730","A695777",1
"23731","A670627",4
"23732","A687050",0
"23733","A701979",11
"23734","A660052",0
"23735","A717222",12
"23736","A675649",0
"23737","A710400",0
"23738","A660790",2
"23739","A684298",0
"23740","A711565",2
"23741","A696156",0
"23742","A718105",3
"23743","A701230",9
"23744","A715559",1
"23745","A666250",0
"23746","A706393",0
"23747","A691643",0
"23748","A646767",2
"23749","A706041",0
"23750","A679508",1
"23751","A616444",5
"23752","A696695",1
"23753","A715639",0
"23754","A613676",7
"23755","A688920",0
"23756","A669568",10
"23757","A526257",8
"23758","A681361",0
"23759","A673498",1
"23760","A716634",0
"23761","A682305",0
"23762","A681837",0
"23763","A581850",4
"23764","A692872",0
"23765","A702722",2
"23766","A667589",0
"23767","A710853",2
"23768","A682785",2
"23769","A715494",0
"23770","A691740",0
"23771","A716405",0
"23772","A688729",2
"23773","A665262",0
"23774","A708855",0
"23775","A716395",2
"23776","A708604",0
"23777","A697175",0
"23778","A699453",0
"23779","A680593",0
"23780","A698065",4
"23781","A672281",0
"23782","A667847",0
"23783","A653768",2
"23784","A708230",3
"23785","A716325",6
"23786","A669788",3
"23787","A715737",4
"23788","A680798",0
"23789","A318574",12
"23790","A703879",2
"23791","A670165",1
"23792","A690282",0
"23793","A713333",2
"23794","A690632",3
"23795","A676219",12
"23796","A699298",2
"23797","A664837",0
"23798","A677812",0
"23799","A714229",0
"23800","A684690",0
"23801","A668007",1
"23802","A710049",1
"23803","A680563",4
"23804","A685981",1
"23805","A674115",2
"23806","A685417",4
"23807","A704464",0
"23808","A689528",2
"23809","A717643",2
"23810","A681726",1
"23811","A709877",0
"23812","A684830",0
"23813","A711038",3
"23814","A686862",0
"23815","A669063",4
"23816","A687786",5
"23817","A634550",5
"23818","A705130",10
"23819","A671261",0
"23820","A694688",7
"23821","A688013",1
"23822","A674893",6
"23823","A711238",0
"23824","A717109",2
"23825","A705049",0
"23826","A714108",0
"23827","A697465",0
"23828","A694066",2
"23829","A674546",0
"23830","A673533",2
"23831","A720664",4
"23832","A692722",1
"23833","A678184",15
"23834","A707114",1
"23835","A713377",1
"23836","A709298",0
"23837","A701676",0
"23838","A704800",0
"23839","A669210",15
"23840","A671550",2
"23841","A713469",0
"23842","A664308",6
"23843","A691688",2
"23844","A671296",10
"23845","A715372",1
"23846","A709853",0
"23847","A677607",1
"23848","A690065",2
"23849","A678076",12
"23850","A696968",0
"23851","A668703",0
"23852","A716345",4
"23853","A677347",0
"23854","A708409",0
"23855","A665410",2
"23856","A699233",8
"23857","A707345",2
"23858","A702378",6
"23859","A693100",0
"23860","A720155",1
"23861","A696750",2
"23862","A676642",9
"23863","A693470",0
"23864","A679048",0
"23865","A674690",0
"23866","A677649",0
"23867","A658509",1
"23868","A667391",3
"23869","A708285",0
"23870","A679092",11
"23871","A692565",0
"23872","A685892",13
"23873","A664536",3
"23874","A718238",2
"23875","A677289",0
"23876","A679409",0
"23877","A706919",6
"23878","A714027",5
"23879","A690872",6
"23880","A664933",2
"23881","A718179",0
"23882","A670913",0
"23883","A682841",0
"23884","A691063",0
"23885","A696015",0
"23886","A693932",8
"23887","A685160",0
"23888","A671095",1
"23889","A697107",1
"23890","A713803",0
"23891","A617461",3
"23892","A689101",0
"23893","A672311",1
"23894","A678674",0
"23895","A674990",2
"23896","A698959",5
"23897","A709345",2
"23898","A715774",2
"23899","A676819",2
"23900","A684179",7
"23901","A674147",0
"23902","A695749",0
"23903","A678374",12
"23904","A686411",0
"23905","A699976",2
"23906","A690639",0
"23907","A702782",1
"23908","A712290",3
"23909","A678732",1
"23910","A689268",0
"23911","A711634",0
"23912","A693408",2
"23913","A665894",0
"23914","A662115",8
"23915","A677946",1
"23916","A694824",0
"23917","A555446",5
"23918","A690804",1
"23919","A689730",6
"23920","A671537",1
"23921","A669724",10
"23922","A717182",2
"23923","A709194",0
"23924","A706748",2
"23925","A720469",4
"23926","A700443",0
"23927","A712358",0
"23928","A680597",8
"23929","A669306",4
"23930","A679483",0
"23931","A687025",10
"23932","A702883",18
"23933","A717073",2
"23934","A707131",0
"23935","A675311",0
"23936","A713854",0
"23937","A704403",0
"23938","A679386",4
"23939","A677312",3
"23940","A665684",0
"23941","A685491",0
"23942","A719249",0
"23943","A686389",0
"23944","A689900",1
"23945","A667026",0
"23946","A661850",0
"23947","A674730",6
"23948","A667345",0
"23949","A686092",0
"23950","A690993",0
"23951","A628159",4
"23952","A701577",1
"23953","A718136",6
"23954","A693955",0
"23955","A681857",1
"23956","A665258",1
"23957","A684545",11
"23958","A689554",0
"23959","A665042",0
"23960","A704242",1
"23961","A698327",4
"23962","A695658",0
"23963","A707375",0
"23964","A675550",3
"23965","A694310",0
"23966","A666315",6
"23967","A689779",5
"23968","A673601",2
"23969","A584566",14
"23970","A711579",1
"23971","A712317",1
"23972","A674752",1
"23973","A708989",3
"23974","A691871",0
"23975","A679586",0
"23976","A700287",0
"23977","A679924",0
"23978","A684923",0
"23979","A659400",4
"23980","A686562",0
"23981","A691098",2
"23982","A675342",0
"23983","A681035",0
"23984","A700587",0
"23985","A716684",0
"23986","A691706",0
"23987","A681113",0
"23988","A680048",12
"23989","A702264",1
"23990","A676733",5
"23991","A711794",1
"23992","A549989",4
"23993","A693366",5
"23994","A676215",0
"23995","A677991",0
"23996","A661391",1
"23997","A713103",0
"23998","A691022",3
"23999","A684820",0
"24000","A702932",0
"24001","A687320",0
"24002","A698288",2
"24003","A710014",4
"24004","A670009",3
"24005","A700456",0
"24006","A697310",0
"24007","A596753",4
"24008","A669269",0
"24009","A677561",0
"24010","A685488",0
"24011","A689532",10
"24012","A713790",2
"24013","A654508",3
"24014","A701948",0
"24015","A697820",8
"24016","A693913",0
"24017","A678511",1
"24018","A701475",9
"24019","A664021",0
"24020","A675499",2
"24021","A681283",0
"24022","A662774",0
"24023","A685492",0
"24024","A684121",0
"24025","A656273",0
"24026","A694642",1
"24027","A663210",9
"24028","A680573",1
"24029","A668315",4
"24030","A671391",0
"24031","A701009",2
"24032","A694866",1
"24033","A709751",0
"24034","A706262",0
"24035","A673976",0
"24036","A718692",3
"24037","A704331",6
"24038","A713655",12
"24039","A711007",1
"24040","A708533",0
"24041","A697089",5
"24042","A692471",2
"24043","A670596",4
"24044","A708513",0
"24045","A706973",3
"24046","A712338",0
"24047","A681067",3
"24048","A696736",5
"24049","A689052",0
"24050","A665990",3
"24051","A719825",0
"24052","A718577",5
"24053","A682287",5
"24054","A702496",0
"24055","A676218",2
"24056","A675538",0
"24057","A691864",8
"24058","A702504",0
"24059","A710517",0
"24060","A720371",0
"24061","A680053",8
"24062","A678245",2
"24063","A702174",0
"24064","A683022",13
"24065","A690109",5
"24066","A707310",0
"24067","A709667",0
"24068","A695213",1
"24069","A679767",1
"24070","A693315",0
"24071","A674944",7
"24072","A689674",1
"24073","A663386",4
"24074","A711339",2
"24075","A671526",12
"24076","A620222",4
"24077","A700046",0
"24078","A683408",1
"24079","A680516",0
"24080","A710897",0
"24081","A711724",0
"24082","A676859",1
"24083","A708327",0
"24084","A717916",5
"24085","A711169",2
"24086","A681720",1
"24087","A685447",8
"24088","A408035",12
"24089","A677994",1
"24090","A663986",0
"24091","A683712",0
"24092","A648065",3
"24093","A703494",0
"24094","A691862",1
"24095","A684531",0
"24096","A700776",0
"24097","A708720",0
"24098","A680286",6
"24099","A675977",2
"24100","A682579",0
"24101","A695946",1
"24102","A689110",2
"24103","A672237",0
"24104","A545780",4
"24105","A705583",0
"24106","A709825",5
"24107","A720427",0
"24108","A613821",5
"24109","A716970",2
"24110","A674469",1
"24111","A668246",2
"24112","A687037",13
"24113","A709749",1
"24114","A678088",2
"24115","A699713",0
"24116","A704438",4
"24117","A509228",8
"24118","A677773",0
"24119","A682672",8
"24120","A656608",2
"24121","A683114",0
"24122","A679916",3
"24123","A718646",7
"24124","A692608",1
"24125","A664058",2
"24126","A702743",0
"24127","A689480",0
"24128","A720862",0
"24129","A695579",4
"24130","A686225",0
"24131","A677306",0
"24132","A683996",0
"24133","A704806",0
"24134","A704952",0
"24135","A623449",5
"24136","A706993",1
"24137","A705590",0
"24138","A688313",2
"24139","A702652",7
"24140","A694517",1
"24141","A706229",15
"24142","A707208",1
"24143","A713201",0
"24144","A707105",8
"24145","A667850",0
"24146","A714098",8
"24147","A676636",0
"24148","A705242",2
"24149","A658546",0
"24150","A693414",0
"24151","A687418",0
"24152","A667962",2
"24153","A705976",0
"24154","A629810",8
"24155","A685734",0
"24156","A594904",5
"24157","A669391",2
"24158","A717079",3
"24159","A701717",0
"24160","A658783",3
"24161","A664338",0
"24162","A684150",1
"24163","A716961",0
"24164","A679130",2
"24165","A580469",12
"24166","A681294",0
"24167","A251214",12
"24168","A679592",0
"24169","A686746",0
"24170","A685147",0
"24171","A700597",2
"24172","A696000",0
"24173","A695969",1
"24174","A677841",0
"24175","A708684",0
"24176","A685280",0
"24177","A652416",5
"24178","A665233",0
"24179","A720638",2
"24180","A673330",3
"24181","A681403",0
"24182","A692394",2
"24183","A670598",1
"24184","A668674",0
"24185","A701157",0
"24186","A669861",0
"24187","A678132",7
"24188","A679029",0
"24189","A668627",2
"24190","A679985",8
"24191","A690789",2
"24192","A716348",0
"24193","A692835",2
"24194","A684711",0
"24195","A699518",4
"24196","A715083",0
"24197","A702676",0
"24198","A642905",9
"24199","A705171",0
"24200","A669185",0
"24201","A702972",0
"24202","A694532",0
"24203","A712337",2
"24204","A679456",0
"24205","A699599",12
"24206","A680404",0
"24207","A673490",0
"24208","A710633",2
"24209","A705621",0
"24210","A672255",4
"24211","A705434",0
"24212","A623561",6
"24213","A678067",6
"24214","A595426",5
"24215","A696501",4
"24216","A703653",0
"24217","A668098",2
"24218","A674570",1
"24219","A695076",2
"24220","A704695",0
"24221","A664491",0
"24222","A677774",0
"24223","A686614",3
"24224","A695260",0
"24225","A705998",0
"24226","A703978",5
"24227","A676292",0
"24228","A688366",0
"24229","A717671",13
"24230","A498735",8
"24231","A688472",0
"24232","A714181",0
"24233","A704244",1
"24234","A715132",1
"24235","A684103",0
"24236","A681232",2
"24237","A687918",0
"24238","A697287",0
"24239","A609889",3
"24240","A712044",0
"24241","A670646",0
"24242","A671291",2
"24243","A708534",0
"24244","A672607",2
"24245","A713165",0
"24246","A640235",4
"24247","A719496",0
"24248","A662220",0
"24249","A719618",1
"24250","A706092",0
"24251","A707685",0
"24252","A715097",6
"24253","A717316",3
"24254","A681193",0
"24255","A718787",2
"24256","A690778",0
"24257","A670807",3
"24258","A708703",3
"24259","A680609",0
"24260","A696485",0
"24261","A687689",1
"24262","A695348",7
"24263","A706953",0
"24264","A668563",0
"24265","A696931",3
"24266","A709261",0
"24267","A626951",1
"24268","A698849",0
"24269","A691610",0
"24270","A679369",0
"24271","A682517",1
"24272","A706165",2
"24273","A690586",5
"24274","A686218",0
"24275","A695585",1
"24276","A688414",8
"24277","A691870",7
"24278","A677001",1
"24279","A673424",12
"24280","A708200",0
"24281","A665234",1
"24282","A692879",3
"24283","A687730",0
"24284","A707177",10
"24285","A709881",0
"24286","A679426",5
"24287","A709340",0
"24288","A710659",2
"24289","A666587",0
"24290","A712158",4
"24291","A685517",15
"24292","A685730",0
"24293","A678991",0
"24294","A705624",0
"24295","A673447",15
"24296","A711688",0
"24297","A697244",1
"24298","A677426",2
"24299","A697780",3
"24300","A719983",1
"24301","A695240",7
"24302","A711664",0
"24303","A707869",0
"24304","A663967",0
"24305","A708753",0
"24306","A686019",2
"24307","A677092",0
"24308","A711574",0
"24309","A668078",0
"24310","A689525",10
"24311","A702950",0
"24312","A689519",1
"24313","A686649",2
"24314","A716346",0
"24315","A695206",3
"24316","A676604",2
"24317","A712574",0
"24318","A665604",1
"24319","A674774",6
"24320","A709803",16
"24321","A666484",0
"24322","A710135",2
"24323","A672177",0
"24324","A718078",13
"24325","A700881",3
"24326","A694009",3
"24327","A679869",7
"24328","A674991",4
"24329","A720908",NA
"24330","A705805",0
"24331","A692251",1
"24332","A666536",0
"24333","A660676",3
"24334","A707132",2
"24335","A678673",0
"24336","A686077",0
"24337","A694219",1
"24338","A718776",2
"24339","A305112",11
"24340","A680875",13
"24341","A684082",2
"24342","A669561",5
"24343","A679189",0
"24344","A698303",5
"24345","A675541",3
"24346","A674921",0
"24347","A559229",8
"24348","A682420",3
"24349","A678111",0
"24350","A706326",1
"24351","A672858",0
"24352","A713517",2
"24353","A691902",1
"24354","A588953",7
"24355","A687376",0
"24356","A697789",0
"24357","A618106",5
"24358","A684925",0
"24359","A696879",0
"24360","A704006",0
"24361","A699773",0
"24362","A720106",0
"24363","A674455",3
"24364","A708067",0
"24365","A707821",3
"24366","A684916",1
"24367","A710832",0
"24368","A677868",2
"24369","A712141",0
"24370","A651568",1
"24371","A706441",1
"24372","A697296",1
"24373","A719758",2
"24374","A698641",10
"24375","A684693",0
"24376","A676259",3
"24377","A707292",0
"24378","A710490",0
"24379","A708158",0
"24380","A703664",2
"24381","A686142",0
"24382","A701681",0
"24383","A681974",2
"24384","A671167",0
"24385","A709220",0
"24386","A693191",0
"24387","A699452",2
"24388","A677793",0
"24389","A670789",0
"24390","A700198",0
"24391","A691866",1
"24392","A659414",0
"24393","A711659",0
"24394","A664178",0
"24395","A721109",3
"24396","A705742",0
"24397","A712434",1
"24398","A674152",1
"24399","A676919",0
"24400","A712649",0
"24401","A699906",0
"24402","A680063",1
"24403","A676281",1
"24404","A708913",2
"24405","A682343",0
"24406","A714096",0
"24407","A707954",17
"24408","A697209",0
"24409","A711261",0
"24410","A698675",2
"24411","A688554",0
"24412","A709082",2
"24413","A708404",0
"24414","A715552",0
"24415","A682324",0
"24416","A711803",0
"24417","A639145",5
"24418","A701596",2
"24419","A719555",0
"24420","A665388",0
"24421","A692037",0
"24422","A674872",2
"24423","A664089",8
"24424","A689275",0
"24425","A706318",0
"24426","A707412",6
"24427","A654847",9
"24428","A633632",2
"24429","A718144",2
"24430","A697145",1
"24431","A701486",0
"24432","A704489",0
"24433","A684662",0
"24434","A691646",0
"24435","A709302",0
"24436","A679829",4
"24437","A667300",2
"24438","A698801",1
"24439","A677221",0
"24440","A715671",0
"24441","A719648",8
"24442","A687377",1
"24443","A689416",0
"24444","A692298",0
"24445","A681587",0
"24446","A672488",1
"24447","A697795",2
"24448","A673636",2
"24449","A692594",0
"24450","A713036",0
"24451","A703245",0
"24452","A679982",0
"24453","A679621",2
"24454","A666221",2
"24455","A712679",0
"24456","A682021",0
"24457","A719646",1
"24458","A668970",4
"24459","A720447",0
"24460","A678770",1
"24461","A696980",1
"24462","A708565",1
"24463","A589841",5
"24464","A708865",2
"24465","A716769",1
"24466","A714277",2
"24467","A676275",0
"24468","A666546",0
"24469","A699876",0
"24470","A687108",1
"24471","A700034",5
"24472","A705711",8
"24473","A671670",2
"24474","A715232",1
"24475","A714487",0
"24476","A703442",0
"24477","A680828",0
"24478","A483647",13
"24479","A705305",0
"24480","A694293",3
"24481","A682853",1
"24482","A688433",0
"24483","A716930",0
"24484","A675331",0
"24485","A706682",0
"24486","A667958",0
"24487","A689877",0
"24488","A706525",0
"24489","A673560",2
"24490","A666723",4
"24491","A701926",0
"24492","A677729",0
"24493","A522050",10
"24494","A712270",0
"24495","A695070",1
"24496","A674472",3
"24497","A677679",0
"24498","A712937",0
"24499","A697721",3
"24500","A670135",1
"24501","A591058",7
"24502","A716572",0
"24503","A683065",3
"24504","A715358",0
"24505","A687985",3
"24506","A708308",0
"24507","A706158",0
"24508","A685490",11
"24509","A702511",1
"24510","A672698",6
"24511","A684927",7
"24512","A668344",0
"24513","A709199",0
"24514","A707755",0
"24515","A682663",3
"24516","A704245",0
"24517","A676533",13
"24518","A664708",0
"24519","A678737",0
"24520","A672631",3
"24521","A679209",0
"24522","A673115",3
"24523","A690655",2
"24524","A713445",8
"24525","A701693",2
"24526","A718935",0
"24527","A698621",9
"24528","A666516",2
"24529","A665687",1
"24530","A702965",1
"24531","A703988",0
"24532","A700929",0
"24533","A702605",4
"24534","A690222",1
"24535","A717420",0
"24536","A684794",0
"24537","A669231",2
"24538","A672343",5
"24539","A628569",2
"24540","A707807",0
"24541","A699498",4
"24542","A675043",3
"24543","A667323",0
"24544","A662740",0
"24545","A705552",2
"24546","A676711",4
"24547","A702747",0
"24548","A677480",0
"24549","A699047",0
"24550","A703073",0
"24551","A702150",0
"24552","A718982",0
"24553","A704360",0
"24554","A699936",5
"24555","A687630",1
"24556","A718350",3
"24557","A710871",0
"24558","A684502",0
"24559","A705453",0
"24560","A689636",1
"24561","A711120",0
"24562","A668350",0
"24563","A697146",0
"24564","A709427",2
"24565","A716209",1
"24566","A713552",0
"24567","A690427",3
"24568","A672867",1
"24569","A696259",2
"24570","A674461",0
"24571","A651127",2
"24572","A681672",3
"24573","A704916",2
"24574","A666548",0
"24575","A681036",0
"24576","A712502",0
"24577","A693968",0
"24578","A676567",1
"24579","A666247",3
"24580","A594900",4
"24581","A719899",5
"24582","A669769",2
"24583","A695778",3
"24584","A666679",2
"24585","A666739",2
"24586","A665585",0
"24587","A698659",2
"24588","A711212",0
"24589","A703432",0
"24590","A691873",0
"24591","A688811",1
"24592","A707049",0
"24593","A672991",0
"24594","A674789",16
"24595","A619991",8
"24596","A693368",7
"24597","A682396",0
"24598","A688453",0
"24599","A717680",0
"24600","A669535",5
"24601","A716502",0
"24602","A682831",0
"24603","A712342",14
"24604","A687531",10
"24605","A693984",0
"24606","A558754",8
"24607","A706809",0
"24608","A688262",0
"24609","A689539",0
"24610","A671279",0
"24611","A683329",0
"24612","A685930",5
"24613","A676534",1
"24614","A718174",0
"24615","A667881",0
"24616","A688985",0
"24617","A707183",1
"24618","A686795",1
"24619","A670677",10
"24620","A697727",0
"24621","A692512",1
"24622","A680178",0
"24623","A687553",3
"24624","A711213",1
"24625","A700819",13
"24626","A678591",0
"24627","A680007",0
"24628","A605129",7
"24629","A713273",0
"24630","A683944",0
"24631","A703312",0
"24632","A607727",6
"24633","A671428",2
"24634","A676338",0
"24635","A669455",2
"24636","A716801",0
"24637","A718682",0
"24638","A679617",2
"24639","A511822",7
"24640","A686456",1
"24641","A656968",3
"24642","A690132",0
"24643","A328422",10
"24644","A716944",1
"24645","A600779",6
"24646","A691980",2
"24647","A684323",1
"24648","A691311",0
"24649","A715554",0
"24650","A700362",0
"24651","A687254",1
"24652","A707621",0
"24653","A718750",0
"24654","A686903",2
"24655","A674376",1
"24656","A700693",0
"24657","A700586",0
"24658","A682586",2
"24659","A690215",2
"24660","A709274",1
"24661","A706871",0
"24662","A670692",1
"24663","A674708",2
"24664","A679896",0
"24665","A712235",4
"24666","A688401",3
"24667","A677775",0
"24668","A665223",1
"24669","A677088",0
"24670","A671334",2
"24671","A674275",1
"24672","A680986",0
"24673","A701950",4
"24674","A682136",3
"24675","A676619",0
"24676","A717918",3
"24677","A693367",2
"24678","A677047",3
"24679","A719599",1
"24680","A714304",0
"24681","A692371",2
"24682","A684488",2
"24683","A687734",0
"24684","A715010",2
"24685","A679345",1
"24686","A694818",6
"24687","A690158",1
"24688","A704262",0
"24689","A714195",1
"24690","A666970",7
"24691","A700243",0
"24692","A664760",1
"24693","A679216",6
"24694","A718895",12
"24695","A662377",0
"24696","A678396",0
"24697","A677043",0
"24698","A676464",7
"24699","A667526",0
"24700","A664176",0
"24701","A677408",0
"24702","A684652",0
"24703","A664258",7
"24704","A715797",0
"24705","A696806",0
"24706","A710238",0
"24707","A688253",1
"24708","A709467",6
"24709","A678731",1
"24710","A692275",2
"24711","A710116",0
"24712","A693709",0
"24713","A704303",1
"24714","A675643",2
"24715","A687919",0
"24716","A716850",0
"24717","A665656",0
"24718","A687963",0
"24719","A696382",2
"24720","A711459",2
"24721","A672295",6
"24722","A695347",2
"24723","A669948",4
"24724","A710978",0
"24725","A714768",0
"24726","A664296",0
"24727","A703416",1
"24728","A686416",0
"24729","A694415",8
"24730","A675805",1
"24731","A666170",0
"24732","A669394",5
"24733","A648948",5
"24734","A683385",0
"24735","A719068",1
"24736","A684455",4
"24737","A701254",0
"24738","A708431",0
"24739","A689910",1
"24740","A478206",8
"24741","A713387",1
"24742","A713762",0
"24743","A693479",4
"24744","A665426",0
"24745","A665147",1
"24746","A697282",5
"24747","A694853",0
"24748","A712528",0
"24749","A663452",0
"24750","A648685",4
"24751","A713521",0
"24752","A706332",0
"24753","A607107",3
"24754","A685020",0
"24755","A670785",1
"24756","A687203",0
"24757","A666515",6
"24758","A700076",1
"24759","A674479",2
"24760","A684777",2
"24761","A695604",0
"24762","A715698",7
"24763","A719531",15
"24764","A707265",2
"24765","A714259",0
"24766","A675053",0
"24767","A699882",2
"24768","A701784",0
"24769","A669487",3
"24770","A710613",0
"24771","A711403",0
"24772","A700015",1
"24773","A668375",0
"24774","A683516",0
"24775","A694570",2
"24776","A715307",7
"24777","A681864",0
"24778","A715141",0
"24779","A717006",0
"24780","A677752",2
"24781","A707325",0
"24782","A717285",3
"24783","A675480",10
"24784","A667836",9
"24785","A697916",0
"24786","A704063",2
"24787","A709078",0
"24788","A712216",2
"24789","A686021",0
"24790","A649365",2
"24791","A680076",1
"24792","A691932",0
"24793","A689533",1
"24794","A701582",0
"24795","A682162",0
"24796","A665641",0
"24797","A678907",0
"24798","A346884",11
"24799","A676669",1
"24800","A713158",14
"24801","A683448",0
"24802","A708985",0
"24803","A677551",0
"24804","A707285",0
"24805","A691743",2
"24806","A673629",10
"24807","A711670",1
"24808","A704478",1
"24809","A684816",0
"24810","A687394",0
"24811","A650850",2
"24812","A711889",0
"24813","A526144",8
"24814","A700551",0
"24815","A716464",0
"24816","A638766",3
"24817","A682200",0
"24818","A683057",9
"24819","A676960",1
"24820","A670728",0
"24821","A710512",7
"24822","A664608",3
"24823","A670509",1
"24824","A700100",8
"24825","A714775",2
"24826","A687663",0
"24827","A701780",0
"24828","A681346",0
"24829","A682949",0
"24830","A674203",2
"24831","A668229",0
"24832","A703082",0
"24833","A703375",5
"24834","A711072",0
"24835","A689305",0
"24836","A678233",1
"24837","A677734",3
"24838","A674070",6
"24839","A674507",2
"24840","A673546",3
"24841","A692560",0
"24842","A698334",5
"24843","A698560",0
"24844","A703320",0
"24845","A527170",6
"24846","A672803",0
"24847","A688455",0
"24848","A702419",0
"24849","A637110",4
"24850","A597837",3
"24851","A691254",10
"24852","A650214",2
"24853","A670057",2
"24854","A697729",0
"24855","A685243",0
"24856","A704992",0
"24857","A529630",9
"24858","A668317",0
"24859","A668784",0
"24860","A693498",2
"24861","A708328",10
"24862","A672390",2
"24863","A693419",2
"24864","A679579",0
"24865","A710922",3
"24866","A711972",0
"24867","A708539",1
"24868","A675663",0
"24869","A684915",3
"24870","A696481",0
"24871","A682286",0
"24872","A711958",0
"24873","A668742",0
"24874","A718140",1
"24875","A670198",2
"24876","A668160",0
"24877","A689439",2
"24878","A718556",1
"24879","A671425",5
"24880","A713589",0
"24881","A687657",0
"24882","A684719",4
"24883","A670683",2
"24884","A686773",0
"24885","A692060",0
"24886","A691335",3
"24887","A711584",0
"24888","A649241",1
"24889","A688309",2
"24890","A675275",2
"24891","A667409",1
